q35_%dr,q35_%dd,q35_%dp,q35_%dc,q35_%dtotal,Col006
26059,Senate,None,Libertarian,Schwartz,196
26059,Senate,None,Write-in/Scattering,McAtee,0
26059,Senate,None,Write-in/Scattering,McKague,0
26059,Senate,None,Write-in/Scattering,White,0
26061,House,1,Republican,Hooper,3914
26061,House,1,Democratic,Stupak,7686
26061,House,15,Green,Newland,125
26061,House,1,U.S. Taxpayers,Warren,66
26061,House,1,Libertarian,Procktor,107
26061,Senate,None,Republican,Bouchard,5286
26061,Senate,None,Democratic,Stabenow,6398
26061,Senate,None,Green,Sole,95
26061,Senate,None,U.S. Taxpayers,FitzSimons,65
26061,Senate,None,Libertarian,Schwartz,103
26061,Senate,None,Write-in/Scattering,McAtee,4
26061,Senate,None,Write-in/Scattering,McKague,0
26061,Senate,None,Write-in/Scattering,White,0
26063,House,10,Republican,Miller,9787
26063,House,10,Democratic,Denison,3949
26063,House,10,Green,Caveny,71
26063,House,10,U.S. Taxpayers,Gualdoni,70
26063,House,10,Libertarian,Byrne,92
26063,Senate,None,Republican,Bouchard,6155
26063,Senate,None,Democratic,Stabenow,7785
26063,Senate,None,Green,Sole,51
26063,Senate,None,U.S. Taxpayers,FitzSimons,63
26063,Senate,None,Libertarian,Schwartz,76
26063,Senate,None,Write-in/Scattering,McAtee,0
26063,Senate,None,Write-in/Scattering,McKague,0
26063,Senate,None,Write-in/Scattering,White,0
26065,House,8,Republican,Rogers,45997
26065,House,8,Democratic,Marcinkowski,55796
26065,House,8,Green,Stuttman,1029
26065,House,8,Libertarian,Gach,801
26065,Senate,None,Republican,Bouchard,34811
26065,Senate,None,Democratic,Stabenow,67756
26065,Senate,None,Green,Sole,821
26065,Senate,None,U.S. Taxpayers,FitzSimons,379
26065,Senate,None,Libertarian,Schwartz,805
26065,Senate,None,Write-in/Scattering,McAtee,0
26065,Senate,None,Write-in/Scattering,McKague,0
26065,Senate,None,Write-in/Scattering,White,0
26067,House,3,Republican,Ehlers,13163
26067,House,3,Democratic,Rinck,7966
26067,House,3,Green,Gurk,251
26067,House,3,Libertarian,Steinport,372
26067,Senate,None,Republican,Bouchard,10562
26067,Senate,None,Democratic,Stabenow,11259
26067,Senate,None,Green,Sole,125
26067,Senate,None,U.S. Taxpayers,FitzSimons,169
26067,Senate,None,Libertarian,Schwartz,189
26067,Senate,None,Write-in/Scattering,McAtee,0
26067,Senate,None,Write-in/Scattering,McKague,0
26067,Senate,None,Write-in/Scattering,White,0
26069,House,1,Republican,Hooper,3069
26069,House,1,Democratic,Stupak,7624
26069,House,1,Green,Newland,91
26069,House,1,U.S. Taxpayers,Warren,102
26069,House,1,Libertarian,Procktor,95
26069,Senate,None,Republican,Bouchard,4523
26069,Senate,None,Democratic,Stabenow,6405
26069,Senate,None,Green,Sole,71
26069,Senate,None,U.S. Taxpayers,FitzSimons,83
26069,Senate,None,Libertarian,Schwartz,69
26069,Senate,None,Write-in/Scattering,McAtee,0
26069,Senate,None,Write-in/Scattering,McKague,0
26069,Senate,None,Write-in/Scattering,White,0
26071,House,1,Republican,Hooper,1159
26071,House,1,Democratic,Stupak,3606
26071,House,1,Green,Newland,29
26071,House,1,U.S. Taxpayers,Warren,31
26071,House,1,Libertarian,Procktor,25
26071,Senate,None,Republican,Bouchard,1790
26071,Senate,None,Democratic,Stabenow,2941
26071,Senate,None,Green,Sole,34
26071,Senate,None,U.S. Taxpayers,FitzSimons,31
26071,Senate,None,Libertarian,Schwartz,28
26071,Senate,None,Write-in/Scattering,McAtee,0
26071,Senate,None,Write-in/Scattering,McKague,0
26071,Senate,None,Write-in/Scattering,White,0
26073,House,4,Republican,Camp,10772
26073,House,4,Democratic,Huckleberry,7613
26073,House,4,U.S. Taxpayers,Emerick,109
26073,House,4,Libertarian,Hren,168
26073,Senate,None,Republican,Bouchard,7364
26073,Senate,None,Democratic,Stabenow,11035
26073,Senate,None,Green,Sole,161
26073,Senate,None,U.S. Taxpayers,FitzSimons,92
26073,Senate,None,Libertarian,Schwartz,140
26073,Senate,None,Write-in/Scattering,McAtee,0
26073,Senate,None,Write-in/Scattering,McKague,0
26073,Senate,None,Write-in/Scattering,White,0
26075,House,7,Republican,Walberg,28140
26075,House,7,Democratic,Renier,25281
26075,House,7,U.S. Taxpayers,Horn,851
26075,House,7,Libertarian,Hutchinson,794
26075,House,7,Write-in/Scattering,Schwarz,114
26075,Senate,None,Republican,Bouchard,25559
26075,Senate,None,Democratic,Stabenow,29507
26075,Senate,None,Green,Sole,375
26075,Senate,None,U.S. Taxpayers,FitzSimons,391
26075,Senate,None,Libertarian,Schwartz,600
26075,Senate,None,Write-in/Scattering,McAtee,0
26075,Senate,None,Write-in/Scattering,McKague,0
26075,Senate,None,Write-in/Scattering,White,0
26077,House,6,Republican,Upton,53553
26077,House,6,Democratic,Clark,37929
26077,House,6,Libertarian,Howe,1301
26077,Senate,None,Republican,Bouchard,39516
26077,Senate,None,Democratic,Stabenow,52189
26077,Senate,None,Green,Sole,747
26077,Senate,None,U.S. Taxpayers,FitzSimons,386
26077,Senate,None,Libertarian,Schwartz,710
26077,Senate,None,Write-in/Scattering,McAtee,0
26077,Senate,None,Write-in/Scattering,McKague,0
26077,Senate,None,Write-in/Scattering,White,0
26079,House,4,Republican,Camp,3984
26079,House,4,Democratic,Huckleberry,2411
26079,House,4,U.S. Taxpayers,Emerick,76
26079,House,4,Libertarian,Hren,66
26079,Senate,None,Republican,Bouchard,3283
26079,Senate,None,Democratic,Stabenow,3180
26079,Senate,None,Green,Sole,69
26079,Senate,None,U.S. Taxpayers,FitzSimons,53
26079,Senate,None,Libertarian,Schwartz,49
26079,Senate,None,Write-in/Scattering,McAtee,0
26079,Senate,None,Write-in/Scattering,McKague,0
26079,Senate,None,Write-in/Scattering,White,0
26081,House,2,Republican,Hoekstra,7510
26081,House,2,Democratic,Kotos,3548
26081,House,2,U.S. Taxpayers,Greaser,153
26081,House,2,Libertarian,Van Tii,165
26081,House,3,Republican,Ehlers,143187
26081,House,3,Democratic,Rinck,76843
26081,House,3,Green,Gurk,2023
26081,House,3,Libertarian,Steinport,2926
26081,Senate,None,Republican,Bouchard,127313
26081,Senate,None,Democratic,Stabenow,108089
26081,Senate,None,Green,Sole,1359
26081,Senate,None,U.S. Taxpayers,FitzSimons,901
26081,Senate,None,Libertarian,Schwartz,1591
26081,Senate,None,Write-in/Scattering,McAtee,0
26081,Senate,None,Write-in/Scattering,McKague,0
26081,Senate,None,Write-in/Scattering,White,0
26083,House,1,Republican,Hooper,352
26083,House,1,Democratic,Stupak,767
26083,House,1,Green,Newland,14
26083,House,1,U.S. Taxpayers,Warren,13
26083,House,1,Libertarian,Procktor,11
26083,Senate,None,Republican,Bouchard,487
26083,Senate,None,Democratic,Stabenow,631
26083,Senate,None,Green,Sole,11
26083,Senate,None,U.S. Taxpayers,FitzSimons,14
26083,Senate,None,Libertarian,Schwartz,8
26083,Senate,None,Write-in/Scattering,McAtee,0
26083,Senate,None,Write-in/Scattering,McKague,0
26083,Senate,None,Write-in/Scattering,White,0
26085,House,2,Republican,Hoekstra,2471
26085,House,2,Democratic,Kotos,1829
26085,House,2,U.S. Taxpayers,Greaser,85
26085,House,23,Libertarian,Van Tii,43
26085,Senate,None,Republican,Bouchard,1885
26085,Senate,None,Democratic,Stabenow,2509
26085,Senate,None,Green,Sole,34
26085,Senate,None,U.S. Taxpayers,FitzSimons,43
26085,Senate,None,Libertarian,Schwartz,29
26085,Senate,None,Write-in/Scattering,McAtee,0
26085,Senate,None,Write-in/Scattering,McKague,0
26085,Senate,None,Write-in/Scattering,White,0
26087,House,10,Republican,Miller,22464
26087,House,10,Democratic,Denison,11892
26087,House,10,Green,Caveny,343
26087,House,10,Green,Gualdoni,343
26087,House,10,Libertarian,Byrne,421
26087,Senate,None,Republican,Bouchard,17297
26087,Senate,None,Democratic,Stabenow,17810
26087,Senate,None,Green,Sole,235
26087,Senate,None,U.S. Taxpayers,FitzSimons,303
26087,Senate,None,Libertarian,Schwartz,320
26087,Senate,None,Write-in/Scattering,McAtee,0
26087,Senate,None,Write-in/Scattering,McKague,0
26087,Senate,None,Write-in/Scattering,White,0
26089,House,4,Republican,Camp,6617
26089,House,4,Democratic,Huckleberry,5094
26089,House,4,U.S. Taxpayers,Emerick,68
26089,House,4,Libertarian,Hren,123
26089,Senate,None,Republican,Bouchard,5818
26089,Senate,None,Democratic,Stabenow,5984
26089,Senate,None,Green,Sole,145
26089,Senate,None,U.S. Taxpayers,FitzSimons,43
26089,Senate,None,Libertarian,Schwartz,91
26089,Senate,None,Write-in/Scattering,McAtee,0
26089,Senate,None,Write-in/Scattering,McKague,0
26089,Senate,None,Write-in/Scattering,White,0
26091,House,7,Republican,Walberg,18740
26091,House,7,Democratic,Renier,14379
26091,House,7,U.S. Taxpayers,Horn,384
26091,House,7,Libertarian,Hutchinson,410
26091,House,7,Write-in/Scattering,Schwarz,35
26091,Senate,None,Republican,Bouchard,16317
26091,Senate,None,Democratic,Stabenow,17100
26091,Senate,None,Green,Sole,205
26091,Senate,None,U.S. Taxpayers,FitzSimons,236
26091,Senate,None,Libertarian,Schwartz,348
26091,Senate,None,Write-in/Scattering,McAtee,0
26091,Senate,None,Write-in/Scattering,McKague,0
26091,Senate,None,Write-in/Scattering,White,0
26093,House,8,Republican,Rogers,48635
26093,House,8,Democratic,Marcinkowski,26557
26093,House,8,Green,Stuttman,507
26093,House,8,Libertarian,Gach,740
26093,Senate,None,Republican,Bouchard,42292
26093,Senate,None,Democratic,Stabenow,34026
26093,Senate,None,Green,Sole,416
26093,Senate,None,U.S. Taxpayers,FitzSimons,347
26093,Senate,None,Libertarian,Schwartz,569
26093,Senate,None,Write-in/Scattering,McAtee,0
26093,Senate,None,Write-in/Scattering,McKague,0
26093,Senate,None,Write-in/Scattering,White,0
26095,House,1,Republican,Hooper,550
26095,House,1,Democratic,Stupak,1677
26095,House,1,Green,Newland,16
26095,House,1,U.S. Taxpayers,Warren,18
26095,House,1,Libertarian,Procktor,14
26095,Senate,None,Republican,Bouchard,885
26095,Senate,None,Democratic,Stabenow,1349
26095,Senate,None,Green,Sole,14
26095,Senate,None,U.S. Taxpayers,FitzSimons,16
26095,Senate,None,Libertarian,Schwartz,23
26095,Senate,None,Write-in/Scattering,McAtee,0
26095,Senate,None,Write-in/Scattering,McKague,0
26095,Senate,None,Write-in/Scattering,White,0
26097,House,1,Republican,Hooper,1374
26097,House,1,Democratic,Stupak,3953
26097,House,1,Green,Newland,36
26097,House,1,U.S. Taxpayers,Warren,29
26097,House,1,Libertarian,Procktor,49
26097,Senate,None,Republican,Bouchard,2367
26097,Senate,None,Democratic,Stabenow,3031
26097,Senate,None,Green,Sole,20
26097,Senate,None,U.S. Taxpayers,FitzSimons,20
26097,Senate,None,Libertarian,Schwartz,35
26097,Senate,None,Write-in/Scattering,McAtee,0
26097,Senate,None,Write-in/Scattering,McKague,0
26097,Senate,None,Write-in/Scattering,White,0
26099,House,10,Republican,Miller,94459
26099,House,10,Democratic,Denison,45224
26099,House,10,Green,Caveny,893
26099,House,10,U.S. Taxpayers,Gualdoni,961
26099,House,10,Libertarian,Byrne,1501
26099,Senate,None,Republican,Bouchard,135676
26099,Senate,None,Democratic,Stabenow,171971
26099,Senate,None,Green,Sole,1735
26099,Senate,None,U.S. Taxpayers,FitzSimons,1727
26099,Senate,None,Libertarian,Schwartz,2621
26099,Senate,None,Write-in/Scattering,McAtee,0
26099,Senate,None,Write-in/Scattering,McKague,0
26099,Senate,None,Write-in/Scattering,White,0
26099,House,12,Republican,Shafer,50795
26099,House,12,Democratic,Levin,105896
26099,House,12,Green,Myatt,1066
26099,House,12,U.S. Taxpayers,Townsend,1646
26099,House,12,Libertarian,Lecureaux,2125
26099,House,12,Write-in/Scattering,Jerome White,1314
26101,House,2,Republican,Hoekstra,5987
26101,House,2,Democratic,Kotos,4214
26101,House,2,U.S. Taxpayers,Greaser,141
26101,House,2,Libertarian,Van Tii,100
26101,Senate,None,Republican,Bouchard,4335
26101,Senate,None,Democratic,Stabenow,6036
26101,Senate,None,Green,Sole,81
26101,Senate,None,U.S. Taxpayers,FitzSimons,55
26101,Senate,None,Libertarian,Schwartz,69
26101,Senate,None,Write-in/Scattering,McAtee,0
26101,Senate,None,Write-in/Scattering,McKague,0
26101,Senate,None,Write-in/Scattering,White,0
26103,House,1,Republican,Hooper,4831
26103,House,1,Democratic,Stupak,18913
26103,House,1,Green,Newland,206
26103,House,1,U.S. Taxpayers,Warren,214
26103,House,1,Libertarian,Procktor,153
26103,Senate,None,Republican,Bouchard,7971
26103,Senate,None,Democratic,Stabenow,15970
26103,Senate,None,Green,Sole,189
26103,Senate,None,U.S. Taxpayers,FitzSimons,86
26103,Senate,None,Liberal,Schwartz,138
26103,Senate,None,Write-in/Scattering,McAtee,0
26103,Senate,None,Write-in/Scattering,McKague,0
26103,Senate,None,Write-in/Scattering,White,0
26105,House,2,Republican,Hoekstra,7603
26105,House,2,Democratic,Kotos,4331
26105,House,2,U.S. Taxpayers,Greaser,103
26105,House,2,Libertarian,Van Tii,79
26105,Senate,None,Republican,Bouchard,5562
26105,Senate,None,Democratic,Stabenow,6376
26105,Senate,None,Green,Sole,89
26105,Senate,None,U.S. Taxpayers,FitzSimons,78
26105,Senate,None,Libertarian,Schwartz,56
26105,Senate,None,Write-in/Scattering,McAtee,0
26105,Senate,None,Write-in/Scattering,McKague,0
26105,Senate,None,Write-in/Scattering,White,0
26107,House,4,Republican,Camp,8957
26107,House,4,Democratic,Huckleberry,5392
26107,House,4,U.S. Taxpayers,Emerick,117
26107,House,4,Libertarian,Hren,118
26107,Senate,None,Republican,Bouchard,6915
26107,Senate,None,Democratic,Stabenow,7550
26107,Senate,None,Green,Sole,94
26107,Senate,None,U.S. Taxpayers,FitzSimons,85
26107,Senate,None,Libertarian,Schwartz,87
26107,Senate,None,Write-in/Scattering,McAtee,0
26107,Senate,None,Write-in/Scattering,McKague,0
26107,Senate,None,Write-in/Scattering,White,0
26109,House,1,Republican,Hooper,1780
26109,House,1,Democratic,Stupak,5765
26109,House,1,Green,Newland,51
26109,House,1,U.S. Taxpayers,Warren,75
26109,House,1,Libertarian,Procktor,40
26109,Senate,None,Republican,Bouchard,3050
26109,Senate,None,Democratic,Stabenow,4306
26109,Senate,None,Green,Sole,60
26109,Senate,None,U.S. Taxpayers,FitzSimons,60
26109,Senate,None,Libertarian,Schwartz,55
26109,Senate,None,Write-in/Scattering,McAtee,0
26109,Senate,None,Write-in/Scattering,McKague,0
26109,Senate,None,Write-in/Scattering,White,0
26111,House,4,Republican,Camp,22808
26111,House,4,Democratic,Huckleberry,11326
26111,House,4,U.S. Taxpayers,Emerick,176
26111,House,4,Libertarian,Hren,237
26111,Senate,None,Republican,Bouchard,16757
26111,Senate,None,Democratic,Stabenow,17366
26111,Senate,None,Green,Sole,147
26111,Senate,None,U.S. Taxpayers,FitzSimons,132
26111,Senate,None,Libertarian,Schwartz,239
26111,Senate,None,Write-in/Scattering,McAtee,0
26111,Senate,None,Write-in/Scattering,McKague,0
26111,Senate,None,Write-in/Scattering,White,0
26113,House,4,Republican,Camp,4595
26113,House,4,Democratic,Huckleberry,1478
26113,House,4,U.S. Taxpayers,Emerick,45
26113,House,4,Libertarian,Hren,36
26113,Senate,None,Republican,Bouchard,3564
26113,Senate,None,Democratic,Stabenow,2504
26113,Senate,None,Green,Sole,40
26113,Senate,None,U.S. Taxpayers,FitzSimons,43
26113,Senate,None,Libertarian,Schwartz,34
26113,Senate,None,Write-in/Scattering,McAtee,0
26113,Senate,None,Write-in/Scattering,McKague,0
26113,Senate,None,Write-in/Scattering,White,0
35001,Senate,None,Democratic,Jeff Bingaman,136747
35001,Senate,None,Republican,"Allen W. Mcculloch, MD",57046
35001,Senate,None,Write-in/Scattering,Orlin G. Cole,196
35001,House,1,Democratic,Patricia A. Madrid,95378
35001,House,1,Republican,Heather A. Wilson,94128
35001,House,2,Democratic,Albert D. Kissling,389
35001,House,2,Republican,Steve Pearce,300
35001,House,2,Write-in/Scattering,C. Dean Burk,1
35001,House,3,Democratic,Tom Udall,3341
35001,House,3,Republican,Ronald M. Dolin,2334
35003,Senate,28,Democratic,Jeff Bingaman,919
35003,Senate,28,Republican,Allen W. Mcculloch MD,786
35003,Senate,28,Write-in/Scattering,Orlin G. Cole,2
35003,House,49,Democratic,Albert D. Kissling,458
35003,House,49,Republican,Steven Pearce,1250
35006,Senate,None,Democratic,Jeff Bingaman,4880
35006,Senate,None,Republican,Allen W. McCulloch,1276
35006,Senate,None,Write-in/Scattering,G. Cole,9
35006,House,2,Democratic,Albert D. Kissling,2914
35006,House,2,Republican,Steve Pearce,None
35006,House,2,Write-in/Scattering,C. Dean Burke,13
35015,Senate,None,Democratic,Jeff  Bingaman,9497
35015,Senate,0,Republican,Allen W. McCulloch,4670
35015,House,2,Democratic,Albert D. Kisslilng,5006
35015,House,2,Republican,Steve Pearce,9231
35023,Senate,None,Democratic,JEFF BINGAHAM,1055
35023,Senate,None,Republican,"ALLEN W. MCCULLOCH, MD",394
35023,House,2,Democratic,ALBERT D. KISSLING,588
35023,House,2,Republican,STEVE PEARCE,854
35023,Senate,None,Write-in/Scattering,ORLIN G. COLE,0
35023,House,2,Write-in/Scattering,C. DEAN BURK,0
35025,Senate,None,,Jeff Binghaman,6567
35025,Senate,None,Republican,allen w mccullough,5172
35025,House,2,Democratic,albert d kissling,2318
35025,House,2,Republican,dteve pearce,9518
35025,House,2,Independence,c dean burk,0
35028,Senate,None,Democratic,"BINGAMAN, JEFF",6022
35028,Senate,None,Republican,"MCCULLOCH, ALLEN W MD",2548
35028,Senate,None,Democratic,"UDALL, TOM",5476
35028,,None,Republican,"DOLIN, RONALD M ",3201
35029,Senate,2,Democratic,Jeff Bingaman,4175
35029,Senate,2,Republican,"Allen W. McCulloch, MD",1843
35029,Senate,2,,Orlin G. Cole,2
35029,House,2,Democratic,Albert D. Kissling,2814
35029,House,2,Republican,Steve Pearce,3253
35029,House,2,Democratic,C. Dean Burk,5
35031,Senate,1,Democratic,Jeff Bingaman,14962
35031,Senate,1,Republican,Allen W. McCulloch,2374
35031,Senate,1,Republican,Orlin G. Cole Write-in,None
35031,House,2,Democratic,Albert D. Kissling,679
35031,House,2,Republican,Steve Pearce,496
35031,House,2,Democratic,C. Dean Burke Write-in,3
35031,House,3,Democratic,Tom Udall,13985
35031,House,3,Republican,Ronald M. Dolin,2164
35033,Senate,None,Democratic,JEFF BINGAMAN,2022
35033,Senate,None,Republican,ALLEN W MCCOLLOCH,348
35035,Senate,None,Democratic,Jeff Bingaman,8409
35035,Senate,None,Republican,"Allen W. McCulloch, MD",5865
35035,Senate,None,Write-in/Scattering,Orlin G. Cole,0
35035,House,2,Democratic,Albert D. Kissling,4629
35035,House,2,Republican,Steve Pearce,9656
35035,House,2,Write-in/Scattering,C. Dean Burk,0
35037,Senate,None,Democratic,Bingaman,2236
35037,Senate,None,Republican,Mcculloch,984
35037,House,None,Democratic,Udall,2250
35037,House,None,Republican,Dolin,1004
35041,Senate,None,Democratic,BINGAMAN,2578
35041,Senate,None,Republican,MCCULLOUGH,1527
35041,Senate,None,Independent,COLE,4
35041,House,3,Democratic,UDALL,2537
35041,House,3,Republican,DOLIN,1575
35049,Senate,None,Democratic,"Bingaman, Jeff",40885
35049,Senate,None,Republican,"McCulloch, Allen",7503
35049,House,1,Democratic,"madrid, patricia",611
35049,House,1,Republican,"wilson, heather",1338
35049,House,3,Democratic,"udall, tom",39810
35049,House,3,Republican,"dolin, ronald",6722
35051,Senate,None,Democratic,2729,2729
35051,House,2,Democratic,1456,1456
35051,Senate,None,Republican,1507,1507
35051,House,2,Republican,2808,2808
35055,Senate,None,Democratic,Jeff Bingaman,10207
35055,Senate,None,Republican,"Allen W. McCulloch, MD",1246
35055,Senate,None,Write-in/Scattering,Orlin G Cole,0
35055,House,3,Democratic,Tom Udall,10191
35055,House,3,Republican,Ronald Dolin,1316
35059,Senate,None,Democratic,Jeff Bingaman,848
35059,Senate,None,Republican,"Allen W. McCulloch, MD ",572
35059,Senate,None,Write-in/Scattering,Orlin g. cole,0
35059,,None,Democratic,Tom Udall,None
35059,House,3,Republican,Ronald M. Dolin,563
35061,Senate,None,Democratic,Jeff Bingaman,13934
35061,Senate,None,Republican,Allen W. McCulloch,5916
35061,Senate,None,,Write-In,114
35061,House,1,Democratic,Patricia Madrid,3002
35061,House,1,Republican,Heather A. Wilson,3375
35061,House,2,Democratic,Albert D. Kissling,5325
35061,House,2,Republican,Steve Pearce,8028
32001,Senate,None,Democratic,Jack Carter,2000
32001,Senate,None,Republican,John Ensign,5777
32001,Senate,None,Independent American,David K. Schumann,156
32001,Senate,None,Libertarian,Brendan Trainor,57
32001,Senate,None,Write-in/Scattering,Write In,114
32001,House,2,Democratic,Jill Derby,2870
32001,House,2,Republican,Dean Heller,4708
32001,House,2,Independent American,James C. Kroshus,287
32001,House,2,Independent,Daniel Rosen,173
32003,Senate,None,Democratic,Jack Carter,159214
32003,Senate,None,Republican,John Ensign,188847
32003,Senate,None,Independent American,David K. Schumann,3848
32003,Senate,None,Libertarian,Brendan Trainor,3289
32003,Senate,None,Write-in/Scattering,Write In,4842
32003,House,1,Democratic,Shelley Berkley,85025
32003,House,1,Libertarian,Jim Duensing,3843
32003,House,1,Independent American,Darnell Roberts,2339
32003,House,1,Republican,Kenneth Wegner,40917
32003,House,2,Democratic,Jill Derby,5884
32003,House,2,Republican,Dean Heller,6335
32003,House,2,Independent American,James C. Kroshus,209
32003,House,2,Independent,Daniel Rosen,389
32003,House,3,Democratic,Tessa M. Hafen,98261
32003,House,3,Independent American,Joshua Hansen,5329
32003,House,3,Republican,Jon Porter,102232
32003,House,3,Libertarian,Joseph P. Silvestri,5157
32005,Senate,None,Democratic,Jack Carter,5795
32005,Senate,None,Republican,John Ensign,12822
32005,Senate,None,Independent American,David K. Schumann,306
32005,Senate,None,Libertarian,Brendan Trainor,140
32005,Senate,None,Write-in/Scattering,Write In,270
32005,House,2,Democratic,Jill Derby,7752
32005,House,2,Republican,Dean Heller,10679
32005,House,2,Independent American,James C. Kroshus,379
32005,House,3,Independent,Daniel Rosen,340
32007,Senate,None,Democratic,Jack Carter,2941
32007,Senate,None,Republican,John Ensign,8218
32007,Senate,None,Independent American,David K. Schumann,351
32007,Senate,None,Libertarian,Brendan Trainor,100
32007,Senate,None,Write-in/Scattering,Write In,201
32007,House,2,Democratic,Jill Derby,3611
32007,House,2,Republican,Dean Heller,7362
32007,House,2,Independent American,James C. Kroshus,415
32007,House,2,Independent,Daniel Rosen,294
32009,Senate,None,Democratic,Jack Carter,91
32009,Senate,None,Republican,John Ensign,289
32009,Senate,None,Independent American,David K. Schumann,17
32009,Senate,None,Libertarian,Brendan Trainor,9
32009,Senate,None,Write-in/Scattering,Write In,26
32009,House,2,Democratic,Jill Derby,113
32009,House,2,Republican,Dean Heller,269
32009,House,2,Independent American,James C. Kroshus,22
32009,House,2,Independent,Daniel Rosen,20
32011,Senate,None,Democratic,Jack Carter,128
32011,Senate,None,Republican,John Ensign,510
32011,Senate,None,Independent American,David K. Schumann,40
32011,Senate,None,Libertarian,Brendan Trainor,15
32011,Senate,None,Write-in/Scattering,Write In,27
32011,House,2,Democratic,Jill Derby,225
32011,House,2,Republican,Dean Heller,408
32011,House,2,Independent American,James C. Kroshus,50
32011,House,2,Independent,Daniel Rosen,30
32013,Senate,None,Democratic,Jack Carter,1129
32013,Senate,None,Alaska Libertarian,John Ensign,3145
32013,Senate,None,Independent American,David K. Schumann,86
32013,Senate,None,Libertarian,Brendan Trainor,41
32013,Senate,None,Write-in/Scattering,Write In,89
32013,House,2,Democratic,Jill Derby,1501
32013,House,2,Republican,Dean Heller,2688
32013,House,2,Independent American,James C. Kroshus,119
32013,House,2,Independent,Daniel Rosen,131
32015,Senate,None,Democratic,Jack Carter,450
32015,Senate,None,Republican,John Ensign,1252
32015,Senate,None,Independent American,David K. Schumann,33
32015,Senate,None,Libertarian,Brendan Trainor,11
32015,Senate,None,Write-in/Scattering,Write In,39
32015,Senate,2,Democratic,Jill Derby,540
32015,House,2,Republican,Dean Heller,1133
32015,House,2,Independent American,James C. Kroshus,49
32015,House,2,Independent,Daniel Rosen,46
32017,Senate,None,Democratic,Jack Carter,415
32017,Senate,None,Republican,John Ensign,1323
32017,Senate,None,Independent American,David K. Schumann,57
32017,Senate,None,Libertarian,Brendan Trainor,13
32017,Senate,None,Write-in/Scattering,Write In,45
32017,House,2,Democratic,Jill Derby,547
32017,House,2,Republican,Dean Heller,1137
32017,House,2,Independent American,James C. Kroshus,66
32017,House,2,Independent,Daniel Rosen,56
32019,Senate,None,Democratic,Jack Carter,4522
32019,Senate,None,Republican,John Ensign,9876
32019,Senate,None,Independent American,David K. Schumann,337
32019,Senate,None,Libertarian,Brendan Trainor,120
32019,Senate,None,Write-in/Scattering,Write In,212
32019,House,2,Democratic,Jill Derby,5929
32019,House,2,Republican,Dean Heller,8132
32019,House,2,Independent American,James C. Kroshus,471
32019,House,2,Independent,Daniel Rosen,360
32021,Senate,None,Democratic,Jack Carter,728
32021,Senate,None,Republican,John Ensign,1237
32021,Senate,None,Independent American,David K. Schumann,56
32021,Senate,None,Libertarian,Brendan Trainor,19
32021,House,None,Write-in/Scattering,Write In,60
32021,House,2,Democratic,Jill Derby,935
32021,House,2,Republican,Dean Heller,930
32021,House,2,Independent American,James C. Kroshus,154
32021,House,2,Independent,Daniel Rosen,61
32023,Senate,None,Democratic,Jack Carter,4294
32023,Senate,None,Republican,John Ensign,6855
32023,Senate,None,Independent American,David K. Schumann,390
32023,Senate,None,Libertarian,Brendan Trainor,112
32023,Senate,None,Write-in/Scattering,Write In,186
32023,House,2,Democratic,Jill Derby,4695
32023,House,2,Republican,Dean Heller,5873
32023,House,2,Independent American,James C. Kroshus,540
32023,House,2,Independent,Daniel Rosen,434
32027,Senate,None,Democratic,Jack Carter,462
32027,Senate,None,Republican,John Ensign,983
32027,Senate,None,Independent American,David K. Schumann,34
32027,Senate,None,Libertarian,Brendan Trainor,19
32027,Senate,None,Write-in/Scattering,Write In,40
32027,House,2,Democratic,Jill Derby,652
32027,House,2,Republican,Dean Heller,779
32027,House,2,Independent American,James C. Kroshus,47
32027,House,2,Independent,Daniel Rosen,39
32029,Senate,None,Democratic,Jack Carter,635
32029,Senate,None,Republican,John Ensign,1151
32029,Senate,None,Independent American,David K. Schumann,35
32029,Senate,None,Libertarian,Brendan Trainor,23
32029,Senate,None,Write-in/Scattering,Write In,36
32029,House,2,Democratic,Jill Derby,831
32029,House,2,Republican,Dean Heller,922
32029,House,2,Independent American,James C. Kroshus,65
32029,House,2,Independent,Daniel Rosen,47
32031,,None,Democratic,Jack Carter,48385
32031,Senate,None,Republican,John Ensign,67262
32031,Senate,None,Independent American,David K. Schumann,1627
32031,Senate,None,Libertarian,Brendan Trainor,1133
32031,Senate,None,Write-in/Scattering,Write In,1680
32031,House,2,Democratic,Jill Derby,59255
32031,House,2,Republican,Dean Heller,545756
32031,House,2,Independent American,James C. Kroshus,2056
32031,House,2,Independent,Daniel Rosen,2681
32033,Senate,None,Democratic,Jack Carter,1146
32033,Senate,None,Republican,John Ensign,1952
32033,Senate,None,Independent American,David K. Schumann,110
32033,Senate,None,Libertarian,Brendan Trainor,34
32033,Senate,None,Write-in/Scattering,Write In,88
32033,House,2,Democratic,Jill Derby,1371
32033,House,2,Republican,Dean Heller,1641
32033,House,2,Independent American,James C. Kroshus,137
32033,House,2,Independent,Daniel Rosen,101
32510,Senate,None,Democratic,Jack Carter,6461
32510,Senate,None,Republican,John Ensign,11002
32510,Senate,None,Independent American,David K. Schumann,291
32510,Senate,None,Libertarian,Brendan Trainor,134
