id,state,county,place,q022004a,q022004a_nnn,q022004i,q022004i_nnn,q022004total,q022006a,q022006a_nnn,q022006i,q022006i_nnn,q022006total,q02comment,q03_nnn,q03comment,q03total,q04_nnn,q04comment,q04total,q05_nnn,q05comment,q05total,q06_nnn,q06comment,q06total,q07a,q07a_nnn,q07b,q07b_nnn,q07c,q07c_nnn,q07comment,q07d,q07d_nnn,q07e,q07e_nnn,q07total,q08a,q08a_nnn,q08b,q08b_nnn,q08c,q08c_nnn,q08comment,q08total,q09_nnn,q09comment,q09total,q25_nnn,q25comment,q25total,q26_nnn,q26comment,q26total,q27_nnn,q27comment,q27total,q28_nnn,q28comment,q28total,q29a,q29a_nnn,q29b,q29b_nnn,q29c,q29c_nnn,q29comment,q29d,q29d_nnn,q29e,q29e_nnn,q29f,q29f_nnn,q29fother,q29total
39097,Ohio,Madison County,,19032,,4151,,23183,18748,,4831,,23579,,Check if your office does not collect this data,Not applicable,None,,,8462,,,1344,,,5441,736,,253,,3,,,0,,685,,1677,571,,1646,,1,,,2218,,,2721,,,11358,,,5466,,,635,Check if your office does not collect this data,,None,352,,300,,15,,,473,,1,,541,,Duplicate list,1682
39099,Ohio,Mahoning County,,165240,,30240,,195480,161024,,14870,,175894,,Check if your office does not collect this data,Not applicable,None,,,33333,,,2243,,,18621,9212,,55,,12,,,2,,3188,,12469,1590,,7768,,2,,,9360,,,11689,,,18049,,,114616,,,38205,Check if your office does not collect this data,,None,1581,,2755,,250,,,24936,,37,,2264,,Duplicate list.,31823
39101,Ohio,Marion County,,41277,,2046,,43323,43814,,None,Check if your office does not collect this data,43814,,Check if your office does not collect this data,Not applicable,None,,,9480,,,2295,,,2826,2089,,539,,1,,,0,,1730,,4359,1202,,5709,,0,,,6911,,,6184,,,1720,,,3355,,,1309,Check if your office does not collect this data,,None,549,,783,,344,,,21,,8,,37,,,1742
39103,Ohio,Medina County,,118268,,0,,118268,122097,,0,,122097,,Check if your office does not collect this data,Inapplicable.,None,,,9088,,,1955,,,2877,2055,,3,,1,,,30,,2167,,4256,360,,5385,,21,,,5766,,,3332,,,0,,,6652,,,1062,Check if your office does not collect this data,,None,191,,220,,214,,,841,,32,,0,,,1498
39105,Ohio,Meigs County,,15205,,None,Check if your office does not collect this data,15205,12987,,2703,,15690,,Check if your office does not collect this data,Not applicable,None,,,4239,,,355,,,1577,1138,,54,,22,,,1,,1092,,2307,436,,961,,0,,,1397,,,2288,,,0,,,3723,,,1020,Check if your office does not collect this data,,None,228,,339,,5,,,810,,8,,237,,Duplicate list.,1627
39107,Ohio,Mercer County,,31306,,None,Check if your office does not collect this data,31306,30705,,None,Check if your office does not collect this data,30705,,Check if your office does not collect this data,Not applicable,None,,,1616,,,366,,,598,513,,31,,7,,,1,,100,,652,139,,202,,0,,,341,,,1616,,,678,,,6,,,0,Check if your office does not collect this data,,None,422,,232,,14,,,0,,10,,0,,,678
39109,Ohio,Miami County,,72169,,None,Check if your office does not collect this data,72169,68732,,None,Check if your office does not collect this data,68732,,Check if your office does not collect this data,Not applicable,None,,,45560,,,995,,,28213,5076,,1178,,27,,,5,,10066,,16352,1225,,6505,,0,,,7730,,,7031,,,15492,,,5419,,,2212,Check if your office does not collect this data,,None,817,,708,,89,,,5144,,271,,8463,,Voter files merged (duplicate list).,15492
39111,Ohio,Monroe County,,10350,,None,Check if your office does not collect this data,10350,10055,,None,Check if your office does not collect this data,10055,,Check if your office does not collect this data,Not applicable.,None,,,4108,,,712,,,2032,594,,65,,24,,,66,,615,,1364,202,,975,,0,,,1177,,,831,,,0,,,1491,,,302,Check if your office does not collect this data,,None,267,,256,,38,,,393,,0,,56,,,1010
39113,Ohio,Montgomery County,,391914,,None,Check if your office does not collect this data,391914,350287,,25323,,375610,,Check if your office does not collect this data,Not applicable,None,,,189402,,,39779,,,114781,22302,,7925,,2,,,13,,4600,,34842,11106,,35539,,154,,,46799,,,31887,,,46772,,,45911,,,8736,Check if your office does not collect this data,,None,7194,,8066,,1034,,,28342,,99,,2037,,,46772
39115,Ohio,Morgan County,,8686,,672,,9358,8913,,692,,9605,,Check if your office does not collect this data,Not applicable.,None,,,1418,,,13,,,916,284,,4,,10,,,0,,191,,489,1,,310,,0,,,311,,,816,,,359,,,992,,,300,Check if your office does not collect this data,,None,194,,131,,5,,,6,,7,,16,,,359
39117,Ohio,Morrow County,,24248,,0,Check if your office does not collect this data,24248,24214,,423,,24637,,Check if your office does not collect this data,Not applicable.,None,,,9320,,,2006,,,200,1829,,830,,403,,,8,,4044,,7114,183,,829,,10,,,1022,,,7350,,,0,,,649,,,133,Check if your office does not collect this data,,None,303,,376,,2,,,0,,0,,0,,,681
39119,Ohio,Muskingum County,,45255,,6297,,51552,47388,,4526,,51914,,Check if your office does not collect this data,Not applicable.,None,,,10747,,,1953,,,3319,3627,,8,,11,,,0,,1829,,5475,1236,,4429,,0,,,5665,,,5082,,,4024,,,4092,,,1005,Check if your office does not collect this data,,None,426,,762,,84,,,2179,,0,,573,,Duplicate list.,4024
39121,Ohio,Noble County,,8879,,1453,,10332,8684,,896,,9580,,Check if your office does not collect this data,Not applicable.,None,,,2356,,,116,,,1822,379,,39,,0,,,0,,0,,418,128,,541,,0,,,669,,The number provided by the Noble County Board of Elections is 2629.  This total will not save as it is larger than the total in Q4.,2356,,,940,,,1090,,,194,Check if your office does not collect this data,,None,433,,199,,1,,,302,,5,,0,,,940
39123,Ohio,Ottawa County,,26320,,4014,,30334,25471,,3248,,28719,,Check if your office does not collect this data,Not applicable.,None,,,12241,,,1623,,,1066,4194,,276,,31,,,5,,5046,,9552,34,,9605,Don't know,0,,.,9639,,,2670,,,4298,,,4280,,,1364,Check if your office does not collect this data,,None,845,,776,,16,,,1361,,5,,1295,,Duplicate list.,4298
39125,Ohio,Paulding County,,11725,,2501,,14226,11005,,2614,,13619,,Check if your office does not collect this data,Not applicable.,None,,,4960,,,464,,,3131,988,,24,,1,,,2,,350,,1365,406,,1023,,1,,,1430,,,1231,,,1377,,,1601,,,398,Check if your office does not collect this data,,None,246,,81,,11,,,998,,40,,1,,,1377
39127,Ohio,Perry County,,23840,,None,Check if your office does not collect this data,23840,21260,,None,Check if your office does not collect this data,21260,,Check if your office does not collect this data,Not applicable.,None,,,6330,,,199,,,5133,539,,1,,11,,,6,,441,,998,0,,1010,,0,,,1010,,,2169,,,3941,,,6090,,,511,Check if your office does not collect this data,,None,521,,367,,19,,,2709,,0,,325,,,3941
39129,Ohio,Pickaway County,,30045,,None,Check if your office does not collect this data,30045,26759,,4171,,30930,,Check if your office does not collect this data,Not applicable.,None,,,11430,,,1456,,,7197,1066,,459,,0,,,0,,1252,,2777,545,,2549,,61,,,3155,,,4017,,,2383,,,4856,,,685,Check if your office does not collect this data,,None,527,,517,,24,,,634,,16,,665,,,2383
39131,Ohio,Pike County,,17731,,1924,,19655,17734,,585,,18319,,Check if your office does not collect this data,Not applicable.,None,,,4024,,,204,,,2979,469,,54,,12,,,1,,305,,841,229,,1470,,0,,,1699,,,1644,,,2653,,,2181,,,257,Check if your office does not collect this data,,None,182,,256,,5,,,1991,,2,,216,,,2652
39133,Ohio,Portage County,,91854,,17711,,109565,89435,,14283,,103718,,,,None,,,30019,,,3690,,,14276,6391,,560,,2,,,1,,5099,,12053,1549,,8221,,1,,,9771,,,10866,,,13213,,,17238,,,3045,,,0,1884,,1520,,160,,,8019,,246,,1384,,,13213
39135,Ohio,Preble County,,28137,,0,,28137,25722,,2165,,27887,,,,None,,,6424,,,1622,,,1290,2383,,389,,0,,,0,,740,,3512,1038,,2392,,25,,,3455,,,2613,,,0,,,3091,,,926,,,0,669,,516,,21,,,1144,,7,,506,,,2863
39137,Ohio,Putnam County,,20154,,4425,,24579,23421,,844,,24265,,,,None,,,8321,,,2273,,,3223,1130,,0,,300,,,1,,1394,,2825,226,,1837,,0,,,2063,,,2154,,,0,,,1540,,,696,,,0,280,,463,,23,,,1663,,3,,997,,,3429
39139,Ohio,Richland County,,91311,,0,,91311,91152,,0,,91152,,,,None,,,22613,,,6547,,,3043,5527,,426,,43,,,4,,7023,,13023,48,,5801,,43,,,5892,,,3339,,,1307,,,15813,,,7153,,,0,572,,266,,46,,,4363,,16,,0,,,5263
39141,Ohio,Ross County,,43463,,0,,43463,42351,,0,,42351,,,,None,,,17064,,,846,,,11221,2415,,0,,0,,,7,,2575,,4997,2151,,4384,,20,,,6555,,,8198,,,1075,,,7742,,,3510,,,0,431,,318,,228,,,14,,3,,81,,,1075
39143,Ohio,Sandusky County,,39407,,0,,39407,36251,,3797,,40048,,,,None,,,10911,,,731,,,1833,1788,,1176,,11,,,1,,5371,,8347,383,,4292,,0,,,4675,,,4003,,,0,,,811,Don't know,,323,,,0,144,,195,,2,,,0,,0,,15,,,356
39145,Ohio,Scioto County,,38884,,8594,,47478,38843,,8546,,47389,,Check if your office does not collect this data,Inapplicable.,None,,,21440,,,1652,,,6216,3476,,214,,72,,,32,,9778,,13572,2452,,6959,Don't know,0,,,9411,,,12029,,,5129,,,9422,,,5583,Check if your office does not collect this data,,None,377,,194,,167,,,2218,,9,,384,,,3349
39147,Ohio,Seneca County,,35557,,2417,,37974,34316,,711,,35027,,,,None,,,6129,,,283,,,2809,1852,,84,,16,,,1,,1084,,3037,258,,1948,,0,,,2206,,,2935,,,0,,,4135,,,711,,,0,521,,802,,38,,,2901,,32,,675,,,4969
39149,Ohio,Shelby County,,27311,,1149,,28460,27870,,1563,,29433,,Check if your office does not collect this data,Inapplicable.,None,,,15824,,,672,,,464,2443,,759,,1,,,6,,11479,,14688,6,,3977,Don't know,1,,,3984,Don't know,,7592,,,2621,,,1838,,,454,,,0,86,,107,,10,,,237,,1,,154,,,595
39151,Ohio,Stark County,,267939,,None,,267939,221797,,46564,,268361,,,,None,,,82430,,,14797,,,25297,18703,,3498,,40,,,1,,20094,,42336,4521,,19201,,303,,,24025,,,42890,,,8,,,54966,,,10962,,,0,10515,,6429,,1404,,,11023,,130,,361,,,29862
39153,Ohio,Summit County,,368858,,31244,,400102,374059,,31685,,405744,,Check if your office does not collect this data,Inapplicable.,None,,,97964,,,22475,,,49164,16900,,420,,0,,,2,,9003,,26325,11762,,30788,,0,,,42550,,,32034,Don't know,,None,,,37534,,,5849,,,0,4343,,6324,,2045,,,1286,,413,,3747,,,18158
39155,Ohio,Trumbull County,,126206,,16230,,142436,120334,,22182,,142516,,,,None,,,8387,,,957,,,742,3925,,454,,5,,,1,,2303,,6688,788,,2024,,215,,,3027,,,0,,,1969,,,12277,,,1073,,,0,400,,1403,,116,,,3237,,50,,0,,,5206
39157,Ohio,Tuscarawas County,,54796,,860,,55656,56295,,8563,,64858,,Check if your office does not collect this data,Inapplicable.,None,,,18595,,,2533,,,10294,3646,,375,,0,,,0,,1747,,5768,1241,,5232,,0,,,6473,,,18595,,,4568,,,10720,,,2157,,,None,518,,1179,,74,,,2026,,4,,767,,,4568
39159,Ohio,Union County,,25880,,4703,,30583,30200,,2045,,32245,,Check if your office does not collect this data,Inapplicable.,None,,,9972,,,173,,,6528,2352,,116,,3,,,0,,800,,3271,409,,2259,,0,,,2668,,,3929,,,3100,,,2523,,,478,,,None,509,,429,,51,,,1226,,6,,879,,Secretary of State duplicate list.,3100
39161,Ohio,Van Wert County,,19525,,0,,19525,18990,,2110,,21100,,Check if your office does not collect this data,Inapplicable.,None,,,8439,,,1220,,,3302,2303,,515,,1,,,1,,1097,,3917,809,,2089,,0,,,2898,,,2369,,,1811,,,4293,,,2183,,,None,83,,385,,179,,,911,,2,,9,,,1569
39163,Ohio,Vinton County,,8527,,None,,8527,7595,,1071,,8666,,,,None,,,2572,,,689,,,1000,570,,55,,1,,,1,,256,,883,10,,435,,5,,,450,,,1103,,,1252,,,1210,,,139,,,None,76,,58,,8,,,1108,,2,,0,,,1252
39165,Ohio,Warren County,,113146,,12019,,125165,115278,,12565,,127843,,,,None,,,33079,,,4281,,,2636,11640,,15,,0,,,0,,14507,,26162,2287,,9782,,None,Check if your office does not collect this data,,12069,,,21010,,,15130,,,75220,,,30363,,,None,7312,,1468,,130,,,5236,,515,,469,,,15130
39167,Ohio,Washington County,,40889,,None,,40889,40200,,None,,40200,,,,None,,,24035,,,5579,,,13055,2978,,1977,,31,,,27,,388,,5401,0,,15620,,0,,,15620,,,6074,,,2194,,,8261,,,1554,,,None,171,,986,,17,,,532,,2,,486,,,2194
39169,Ohio,Wayne County,,69810,,None,,69810,58844,,10469,,69313,,,,None,,,9040,,,2429,,,3310,2213,,41,,0,,,0,,1047,,3301,392,,2670,,0,,,3062,,,5832,,,303,,,631,,,463,,,None,112,,45,,3,,,0,,0,,0,,,160
39171,Ohio,Williams County,,26722,,None,,26722,21733,,3513,,25246,,,,None,,,8237,,,1836,,,3827,2102,,103,,19,,,4,,346,,2574,869,,2568,,0,,,3437,,,2548,,,3385,,,4358,,,845,,,None,322,,415,,10,,,1992,,132,,514,,,3385
39173,Ohio,Wood County,,90688,,None,,90688,94067,,None,,94067,,,,None,,,23737,,,4324,,,2428,4581,,338,,31,,,2,,12033,,16985,1472,,3254,,106,,,4832,,,5245,,,6245,,,28646,,,7652,,,None,4811,,1314,,61,,,0,,25,,34,,,6245
39175,Ohio,Wyandot County,,15318,,347,,15665,15150,,246,,15396,,,,None,,,5519,,,1450,,,337,1962,,14,,0,,,1,,1755,,3732,380,,1809,,0,,,2189,,,1367,,,1685,,,840,,,72,,,None,291,,396,,26,,,14,,2,,1200,,,1929
40000,Oklahoma,,,None,,None,,0,None,,None,,0,,,,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,0,None,,None,,None,,,0,,,None,,,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,None,,,0
40001,Oklahoma,Adair County,,10949,,2067,,13016,10178,,2171,,12349,,Check if your office does not collect this data,,None,,,1403,,,2,,,1382,19,,0,,0,,,0,,0,,19,12,,None,,None,,"The County added all 3 categories and provided one number and the number is 12, not necessary all 12 are duplications, it could have been changes of address, etc.",12,,,930,,,1577,,,1871,,,189,,,1657,136,,177,,13,,,None,,7,,111,,County did not specify reason,444
40003,Oklahoma,Alfalfa County,,3317,,370,,3687,3075,,386,,3461,,,,None,,,444,,,165,,,193,56,,28,,0,,,0,,2,,86,0,,0,,0,,,0,,,258,,,436,,,420,,,64,,,334,124,,82,,7,,,0,,3,,31,,No reason given,247
40005,Oklahoma,Atoka County,,6570,,833,,7403,6293,,923,,7216,,,,None,,,738,,,218,,,283,109,,25,,0,,,0,,103,,237,1,,None,,None,,The State did not identify the category for the total 1 - where this number should be entered.,1,,,542,,,720,,,859,,,142,,,703,91,,138,,20,,,0,,2,,52,,Voters removed for other reasons,303
40007,Oklahoma,Beaver County,,3268,,507,,3775,3124,,470,,3594,,,,None,,,641,,,127,,,230,115,,None,,1,,,0,,168,,284,5,,None,,None,,,5,,,312,,,489,,,425,,,61,,,346,74,,76,,6,,,None,Check if your office does not collect this data,15,,40,,No reason given,211
40009,Oklahoma,Beckham County,,9923,,1780,,11703,9763,,1716,,11479,,,,None,,,2208,,,403,,,187,1257,,0,,23,,,0,,338,,1618,10,,None,,None,,,10,,,1268,,,1541,,,1526,,,260,,,1230,182,,179,,86,,,None,Check if your office does not collect this data,3,,87,,No reason given,537
40011,Oklahoma,Blaine County,,5520,,711,,6231,5253,,637,,5890,,,,None,,,614,,,228,,,239,91,,49,,4,,,0,,3,,147,0,,0,,0,,,0,,,457,,,749,,,585,,,94,,,471,205,,138,,22,,,0,,1,,38,,,404
40013,Oklahoma,Bryan County,,19282,,3388,,22670,18902,,3745,,22647,,,,None,,,4591,,,1183,,,910,1508,,65,,3,,,0,,922,,2498,33,,None,,None,,,33,,,2312,,,2402,,,3305,,,429,,,2814,72,,214,,113,,,0,,4,,211,,,614
40015,Oklahoma,Caddo County,,13449,,2464,,15913,12630,,2177,,14807,,,,None,,,1591,,,473,,,403,436,,55,,1,,,0,,223,,715,1,,None,,None,,,1,,,1039,,,2056,,,1888,,,329,,,1523,423,,294,,39,,,None,,2,,84,,No other reason provided,842
40017,Oklahoma,Canadian County,,51055,,6283,,57338,50952,,6542,,57494,,,,None,,,9078,,,3097,,,536,3036,,236,,23,,,0,,2150,,5445,87,,None,,None,,The number 87 is not broken down by category.,87,,,5952,,,5810,,,6558,,,836,,,5149,1753,,569,,86,,,None,,9,,340,,No reason given.,2757
40019,Oklahoma,Carter County,,25016,,4596,,29612,24444,,4780,,29224,,,,None,,,5469,,,582,,,1480,2844,,334,,4,,,0,,225,,3407,26,,None,,None,,,26,,,3080,,,3514,,,4274,,,650,,,3516,454,,415,,99,,No reason given for voters removed for other reasons.,None,,84,,179,,,1231
40021,Oklahoma,Cherokee County,,24171,,4248,,28419,22305,,4746,,27051,,,,None,,,3809,,,619,,,1637,598,,356,,10,,,0,,589,,1553,46,,None,,None,,"The County did not give a breakdown, the number 46 is an overall number for duplicates of valid registrations, changes of address, name or party or invalid or rej.(See data).",46,,,2162,,,3571,,,4449,,,643,,,3653,597,,353,,62,,,None,,4,,361,,,1377
40023,Oklahoma,Choctaw County,,8148,,1938,,10086,7851,,1648,,9499,,,,None,,,2085,,,366,,,483,552,,194,,9,,,0,,481,,1236,13,,None,,None,,"The number 13 includes duplicates of other valid voter registrations, changes of address, name, or party and invalid or rejected (other than duplicates).",13,,,983,,,1563,,,1460,,,201,,,1223,84,,193,,58,,No reason given under other reasons for removing voters.,None,,15,,72,,,422
40025,Oklahoma,Cimarron County,,1916,,286,,2202,1788,,305,,2093,,,,None,,,282,,,23,,,114,133,,4,,0,,,0,,8,,145,2,,None,,None,,,2,,,219,,,275,,,269,,,46,,,233,52,,54,,11,,No reasons given for Question 29f.,None,,0,,18,,,135
40027,Oklahoma,Cleveland County,,120938,,19868,,140806,116918,,20621,,137539,,,,None,,,22595,,,7841,,,1598,7342,,1363,,254,,,0,,4197,,13156,248,,None,,None,,,248,,,12937,,,16348,,,19437,,,3439,,,15583,3654,,1067,,237,,Q. 29f -- no other reason provided,None,,31,,1210,,,6199
40029,Oklahoma,Coal County,,3581,,480,,4061,3508,,548,,4056,,,,None,,,650,,,192,,,372,65,,12,,2,,,0,,7,,86,4,,None,,None,,"The excel spreadsheet reads as follows8a - 4 Duplicates of valid reg., changes of address, name or party or invalid or rej. ",4,,,434,,,410,,,514,,,90,,,413,87,,72,,22,,Q. 29f - no other reason provided,None,,2,,29,,,212
40031,Oklahoma,Comanche County,,44451,,8517,,52968,41988,,8795,,50783,,,,None,,,8035,,,1690,,,2008,455,,1865,,56,,,0,,1961,,4337,108,,None,,None,,,108,,,4445,,,6561,,,7714,,,1178,,,6424,721,,682,,120,,No other reason given by the county.,None,,10,,318,,,1851
40033,Oklahoma,Cotton County,,3483,,566,,4049,3299,,553,,3852,,,,None,,,450,,,103,,,243,26,,52,,0,,,0,,26,,104,16,,None,,None,,,16,,,450,,,494,,,434,,,48,,,381,77,,90,,14,,No reason provided,None,,4,,33,,,218
40035,Oklahoma,Craig County,,8127,,1154,,9281,7672,,1160,,8832,,,,None,,,1103,,,410,,,467,224,,0,,0,,,0,,2,,226,68,,None,,None,,,68,,,588,,,994,,,1036,,,162,,,862,220,,148,,28,,No reason provided for 29f other reason,None,,12,,57,,,465
40037,Oklahoma,Creek County,,35314,,4902,,40216,33628,,5040,,38668,,,,None,,,4759,,,1771,,,825,1191,,1,,7,,,0,,964,,2163,39,,None,,None,,Not broken down by categories,39,,,2974,,,4458,,,4843,,,897,,,3852,1315,,566,,55,,No other reason provided,None,,2,,277,,,2215
40039,Oklahoma,Custer County,,13653,,2543,,16196,13192,,2187,,15379,,,,None,,,2854,,,453,,,260,1659,,3,,0,,,0,,479,,2141,23,,None,,None,,,23,,,1627,,,2323,,,1946,,,347,,,1546,687,,268,,44,,No other reason provided by the county.,None,,1,,144,,,1144
40041,Oklahoma,Delaware County,,20604,,4009,,24613,19550,,3842,,23392,,,,None,,,4094,,,777,,,1809,1069,,283,,13,,,0,,143,,1508,9,,None,,None,,,9,,,2184,,,3471,,,3246,,,466,,,2676,566,,432,,57,,No reason given for Question 29f,None,,1,,169,,,1225
40043,Oklahoma,Dewey County,,2821,,341,,3162,2697,,307,,3004,,,,None,,,385,,,129,,,93,89,,0,,0,,,0,,74,,163,1,,None,,None,,,1,,,263,,,422,,,306,,,53,,,244,77,,78,,3,,No other reason given for 29f,None,,6,,40,,,204
40045,Oklahoma,Ellis County,,2588,,323,,2911,2426,,287,,2713,,,,None,,,329,,,89,,,105,81,,38,,0,,,0,,16,,135,3,,None,,None,,,3,,,206,,,390,,,289,,,41,,,242,89,,77,,9,,No reason given,None,,4,,19,,,198
40047,Oklahoma,Garfield County,,27948,,4032,,31980,26704,,3729,,30433,,,,None,,,5091,,,1556,,,1864,1465,,155,,6,,,0,,45,,1671,38,,None,,None,,,38,,,2268,,,3714,,,3496,,,672,,,2740,703,,755,,82,,,None,,13,,134,,,1687
40049,Oklahoma,Garvin County,,14351,,2063,,16414,14139,,2023,,16162,,,,None,,,2602,,,496,,,920,644,,168,,4,,,0,,370,,1186,0,,None,,None,,,0,,,1675,,,1774,,,2134,,,460,,,1486,479,,288,,36,,,None,,6,,94,,,903
40051,Oklahoma,Grady County,,24937,,3953,,28890,25674,,3591,,29265,,,,None,,,7952,,,959,,,394,3403,,104,,0,,,1,,3091,,6599,34,,None,,None,,,34,,,3978,,,3684,,,3630,,,707,,,2815,764,,423,,96,,,None,,8,,199,,,1490
40053,Oklahoma,Grant County,,3195,,452,,3647,2944,,437,,3381,,,,None,,,362,,,108,,,73,60,,1,,0,,,0,,120,,181,1,,None,,None,,,1,,,254,,,478,,,378,,,52,,,319,141,,76,,12,,No reason provided for Question 29f,None,,0,,27,,,256
40055,Oklahoma,Greer County,,2994,,660,,3654,2805,,571,,3376,,,,None,,,534,,,220,,,279,25,,3,,5,,,0,,2,,35,14,,None,,None,,,14,,,273,,,539,,,515,,,48,,,404,50,,64,,15,,,None,,1,,48,,,178
40057,Oklahoma,Harmon County,,1558,,330,,1888,1466,,250,,1716,,,,None,,,178,,,30,,,143,1,,1,,0,,,0,,3,,5,1,,None,,None,,,1,,,114,,,277,,,216,,,37,,,169,40,,54,,5,,No reason given for Question 29f,None,,2,,6,,,107
40059,Oklahoma,Harper County,,2042,,306,,2348,1931,,283,,2214,,,,None,,,223,,,53,,,56,53,,1,,0,,,0,,60,,114,1,,None,,None,,,1,,,146,,,284,,,234,,,14,,,200,37,,33,,5,,No reason given for Question 29f,None,,0,,16,,,91
40061,Oklahoma,Haskell County,,7190,,1374,,8564,6812,,1204,,8016,,,,None,,,1437,,,436,,,739,42,,41,,3,,,0,,176,,262,12,,None,,None,,,12,,,513,,,1057,,,1144,,,61,,,951,107,,139,,31,,,None,,8,,41,,,326
40063,Oklahoma,Hughes County,,7343,,1025,,8368,6697,,1212,,7909,,,,None,,,990,,,437,,,444,79,,1,,1,,,1,,27,,109,9,,None,,None,,,9,,,584,,,993,,,1113,,,131,,,963,198,,142,,19,,No reason provided for Question 29f,None,,0,,76,,,435
40065,Oklahoma,Jackson County,,11704,,2176,,13880,10889,,2165,,13054,,,,None,,,1603,,,322,,,1003,39,,10,,0,,,0,,229,,278,6,,None,,None,,,6,,,991,,,1766,,,1786,,,208,,,1514,293,,219,,34,,,None,,13,,66,,,625
40067,Oklahoma,Jefferson County,,3575,,570,,4145,3270,,575,,3845,,,,None,,,591,,,167,,,157,82,,77,,1,,,0,,107,,267,6,,None,,None,,,6,,,345,,,565,,,544,,,81,,,444,101,,173,,14,,,None,,4,,34,,,326
40069,Oklahoma,Johnston County,,5717,,851,,6568,5537,,858,,6395,,,,None,,,994,,,268,,,209,223,,2,,1,,,0,,291,,517,2,,None,,None,,,2,,,614,,,790,,,794,,,129,,,655,106,,78,,30,,,None,,0,,73,,,287
40071,Oklahoma,Kay County,,25998,,5324,,31322,23630,,5087,,28717,,,,None,,,3211,,,253,,,260,1148,,69,,4,,,0,,1477,,2698,36,,None,,None,,,36,,,1673,,,4070,,,4554,,,972,,,3585,722,,487,,58,,,None,,2,,218,,,1487
40073,Oklahoma,Kingfisher County,,8059,,997,,9056,7650,,1033,,8683,,,,None,,,971,,,313,,,440,140,,27,,0,,,0,,51,,218,5,,None,,None,,,5,,,547,,,913,,,904,,,119,,,741,211,,142,,18,,,None,,1,,58,,,430
40075,Oklahoma,Kiowa County,,5371,,771,,6142,4884,,821,,5705,,,,None,,,705,,,268,,,117,133,,50,,3,,,0,,134,,320,2,,None,Don't know,None,,,2,,,430,,,828,,,807,,,122,,,669,174,,145,,30,,,None,,1,,34,,,384
40077,Oklahoma,Latimer County,,6093,,928,,7021,5893,,905,,6798,,,,None,,,1096,,,157,,,221,107,,164,,2,,,0,,445,,718,3,,None,,None,,,3,,,675,,,858,,,841,,,102,,,733,181,,113,,16,,,None,,0,,56,,,366
40079,Oklahoma,Le Flore County,,23131,,3697,,26828,22280,,3903,,26183,,,,None,,,4623,,,1383,,,859,1394,,21,,0,,,0,,966,,2381,24,,None,,None,,,24,,,2347,,,2892,,,3586,,,443,,,3075,338,,371,,39,,,None,,6,,96,,,850
40081,Oklahoma,Lincoln County,,17537,,2413,,19950,17130,,2269,,19399,,,,None,,,2696,,,682,,,635,1024,,184,,32,,,0,,139,,1379,3,,None,,None,,,3,,,1902,,,2461,,,1924,,,296,,,1576,643,,333,,46,,,None,,2,,185,,,1209
40083,Oklahoma,Logan County,,20599,,4582,,25181,20082,,4182,,24264,,,,None,,,4159,,,1129,,,592,1387,,59,,0,,,0,,992,,2438,33,,None,,None,,,33,,,2642,,,3625,,,3629,,,712,,,2769,789,,281,,64,,,None,,3,,279,,,1416
40085,Oklahoma,Love County,,5038,,839,,5877,4890,,797,,5687,,,,None,,,634,,,87,,,172,291,,28,,23,,,0,,33,,375,1,,None,,None,,,1,,,440,,,649,,,573,,,79,,,487,82,,81,,20,,,None,,2,,25,,,210
40087,Oklahoma,McClain County,,17387,,1746,,19133,17536,,2204,,19740,,,,None,,,4145,,,954,,,399,1790,,83,,0,,,1,,918,,2792,52,,None,,None,,,52,,,2654,,,2050,,,2427,,,43,,,1999,557,,212,,40,,,None,,4,,206,,,1019
40089,Oklahoma,McCurtain County,,15022,,2492,,17514,14088,,2493,,16581,,,,None,,,1943,,,500,,,622,119,,66,,1,,,None,,635,,821,11,,None,,None,,,11,,,1093,,,1997,,,2344,,,301,,,1984,204,,285,,56,,,None,,1,,86,,,632
40091,Oklahoma,McIntosh County,,11835,,1892,,13727,11331,,1827,,13158,,,,None,,,1495,,,351,,,823,223,,64,,1,,,0,,33,,321,2,,None,,None,,,2,,,1060,,,1637,,,1508,,,208,,,1259,283,,281,,47,,,None,,0,,104,,,715
40093,Oklahoma,Major County,,4239,,481,,4720,4044,,423,,4467,,,,None,,,521,,,171,,,189,39,,2,,0,,,0,,120,,161,2,,None,,None,,,2,,,305,,,522,,,388,,,68,,,306,146,,117,,4,,,None,,2,,22,,,291
40095,Oklahoma,Marshall County,,7275,,1332,,8607,6816,,1293,,8109,,,,None,,,1152,,,198,,,280,390,,55,,0,,,0,,229,,674,3,,None,,None,,,3,,,726,,,1201,,,1155,,,156,,,973,196,,151,,22,,,None,,0,,63,,,432
40097,Oklahoma,Mayes County,,20380,,2463,,22843,19633,,2594,,22227,,,,None,,,4165,,,1258,,,622,709,,50,,0,,,0,,1526,,2285,42,,None,,None,,,42,,,1644,,,2267,,,2532,,,495,,,2009,451,,327,,55,,,None,,0,,129,,,962
40099,Oklahoma,Murray County,,7485,,994,,8479,6942,,1115,,8057,,,,None,,,998,,,270,,,327,190,,77,,2,,,0,,132,,401,5,,None,,None,,,5,,,623,,,1039,,,1065,,,149,,,862,284,,162,,16,,,None,,6,,78,,,546
