,State,County,Tract,Drive,Carpooled,Transit,Walked,Other,MBSA,Service,Office,Construction,Production,IRural,IConstruction,IManufacturing,IWholesale,IRetail,IUtilities,IInformation,IFinance,IProfessional,ISocial,IRecreation,IOther,IPublic
724,IN,Kosciusko,913710.0,146360.0,19315.0,740.0,4270.0,2595.0,50475.0,24185.0,42715.0,14535.0,53285.0,4310.0,10790.0,67865.0,4660.0,19475.0,5030.0,3605.0,6815.0,9020.0,28505.0,12470.0,8710.0,3940.0
725,IN,Lagrange,388160.15,42975.0,16215.0,630.0,2370.0,8575.0,18065.0,9815.0,12290.0,11350.0,28255.0,4010.0,5405.0,34595.0,1600.0,6815.0,2855.0,895.0,2005.0,2320.0,10065.0,4525.0,3570.0,1115.0
726,IN,Lake,225186.24999999985,889825.0,87110.0,35705.0,17600.0,8235.0,312120.0,189945.0,271965.0,117675.0,193370.0,4370.0,73180.0,169025.0,28220.0,125580.0,77790.0,17960.0,58285.0,84240.0,240795.0,107940.0,57935.0,39755.0
727,IN,Laporte,107765.0,200970.0,21145.0,2065.0,4255.0,2430.0,63295.0,43085.0,59850.0,29450.0,49160.0,3285.0,18920.0,52770.0,6285.0,30050.0,13715.0,4170.0,9745.0,15725.0,46275.0,23825.0,9845.0,10230.0
728,IN,Lawrence,475425.0,82270.0,8930.0,560.0,995.0,810.0,24755.0,18485.0,20840.0,12310.0,20720.0,1715.0,7110.0,19560.0,2060.0,11985.0,3795.0,1150.0,3505.0,6570.0,21235.0,7740.0,5245.0,5440.0
729,IN,Madison,12595.15,228540.0,29490.0,1455.0,7330.0,3210.0,81120.0,53090.0,70530.0,29280.0,49110.0,3250.0,19015.0,44770.0,9085.0,33435.0,12205.0,3910.0,16100.0,23035.0,63945.0,26680.0,14180.0,13520.0
730,IN,Marion,3883557.299999984,1723550.0,213720.0,38440.0,39925.0,21790.0,727110.0,378730.0,578515.0,174130.0,291615.0,3960.0,133400.0,242485.0,78875.0,245810.0,128935.0,48810.0,163370.0,244015.0,447010.0,219365.0,103160.0,90905.0
731,IN,Marshall,12245.600000000008,86080.0,13695.0,245.0,3030.0,2580.0,29490.0,16090.0,23545.0,12935.0,29065.0,2660.0,7710.0,33735.0,3475.0,10960.0,4140.0,1500.0,3955.0,5325.0,21060.0,7100.0,5920.0,3585.0
732,IN,Martin,142530.0,19990.0,2645.0,90.0,300.0,410.0,6095.0,3280.0,4990.0,3250.0,6210.0,1045.0,2155.0,4730.0,315.0,3120.0,1475.0,210.0,445.0,1235.0,3590.0,1940.0,1155.0,2410.0
733,IN,Miami,476225.0,62530.0,7060.0,120.0,1695.0,1070.0,19600.0,16005.0,14805.0,8285.0,18270.0,2455.0,3735.0,18540.0,1960.0,7835.0,4200.0,550.0,4110.0,3035.0,16565.0,5750.0,3730.0,4500.0
734,IN,Monroe,1372.5499999999984,231015.0,29405.0,10355.0,20115.0,6075.0,136985.0,60335.0,66545.0,19380.0,34275.0,1510.0,15600.0,29725.0,5165.0,29400.0,8135.0,8640.0,14375.0,23000.0,113915.0,42040.0,13915.0,12100.0
735,IN,Montgomery,430695.0,70765.0,8595.0,40.0,4480.0,1005.0,24060.0,12605.0,20880.0,8095.0,24380.0,1985.0,5260.0,26345.0,1825.0,9660.0,3365.0,1970.0,3580.0,3865.0,18255.0,7055.0,4500.0,2355.0
736,IN,Morgan,331840.4500000001,129570.0,16685.0,65.0,3350.0,1850.0,43580.0,26215.0,38940.0,24225.0,27040.0,2515.0,18405.0,25270.0,4745.0,16370.0,14660.0,2260.0,8520.0,12200.0,28060.0,12340.0,9025.0,5630.0
737,IN,Newton,20110.0,25870.0,4070.0,250.0,720.0,140.0,7720.0,4265.0,6955.0,5125.0,8905.0,1555.0,3215.0,7360.0,1115.0,3180.0,3390.0,395.0,1195.0,1355.0,5795.0,2605.0,955.0,855.0
738,IN,Noble,486075.0,83750.0,13165.0,135.0,3710.0,1535.0,24905.0,14045.0,19575.0,11810.0,37530.0,3510.0,4675.0,44685.0,1810.0,8945.0,3160.0,2045.0,4100.0,4765.0,16710.0,7280.0,4250.0,1930.0
739,IN,Ohio,96575.0,13395.0,1210.0,0.0,240.0,115.0,3165.0,3450.0,3980.0,1845.0,3420.0,200.0,1100.0,2735.0,315.0,1520.0,2080.0,70.0,320.0,995.0,3385.0,2050.0,500.0,590.0
740,IN,Orange,285465.0,32305.0,4330.0,0.0,930.0,225.0,10255.0,6870.0,8660.0,6315.0,9080.0,1090.0,4325.0,9180.0,440.0,3600.0,2370.0,575.0,1145.0,1330.0,8365.0,5165.0,1745.0,1850.0
741,IN,Owen,238925.0,36355.0,7720.0,340.0,1310.0,410.0,10695.0,8245.0,9830.0,7275.0,13085.0,1170.0,4300.0,12010.0,485.0,4740.0,3805.0,1360.0,2365.0,1665.0,8155.0,4365.0,2755.0,1955.0
742,IN,Parke,6050.0,26175.0,2800.0,270.0,680.0,690.0,7930.0,5660.0,6520.0,5465.0,8580.0,2345.0,3035.0,7265.0,845.0,4280.0,2420.0,300.0,945.0,875.0,6180.0,2270.0,1490.0,1905.0
743,IN,Perry,238100.0,33865.0,5680.0,0.0,770.0,525.0,7630.0,7940.0,7540.0,6550.0,13225.0,1820.0,2415.0,15510.0,635.0,4575.0,1750.0,520.0,840.0,1705.0,6835.0,2355.0,2025.0,1900.0
744,IN,Pike,190810.0,23615.0,2850.0,30.0,265.0,275.0,5970.0,3860.0,5135.0,3735.0,9055.0,1845.0,1710.0,7675.0,615.0,2595.0,2145.0,610.0,735.0,1080.0,5210.0,1095.0,920.0,1520.0
745,IN,Porter,223425.69999999984,319915.0,32245.0,6200.0,5460.0,2315.0,125715.0,60495.0,96025.0,47365.0,58905.0,2040.0,31200.0,68280.0,9435.0,47475.0,20925.0,7510.0,18495.0,31135.0,87565.0,34655.0,16925.0,12865.0
746,IN,Posey,14140.0,56325.0,4410.0,0.0,1375.0,520.0,18550.0,8045.0,16350.0,7980.0,14530.0,1735.0,6045.0,14300.0,2040.0,7630.0,4050.0,530.0,2615.0,4660.0,12540.0,4080.0,3580.0,1650.0
747,IN,Pulaski,191810.0,22420.0,3165.0,305.0,1215.0,190.0,8725.0,3865.0,5820.0,3900.0,6940.0,2365.0,1745.0,8055.0,1075.0,2035.0,1295.0,210.0,735.0,865.0,7160.0,1215.0,1095.0,1400.0
748,IN,Putnam,334705.0,61680.0,8515.0,70.0,4805.0,925.0,23715.0,14670.0,17880.0,9415.0,15620.0,2420.0,6315.0,12795.0,1435.0,8830.0,4560.0,1570.0,3350.0,3895.0,21015.0,7160.0,2690.0,5265.0
749,IN,Randolph,380700.0,44615.0,6520.0,145.0,1520.0,905.0,15300.0,9205.0,10810.0,6705.0,16105.0,3590.0,4010.0,14550.0,1345.0,5635.0,4145.0,610.0,1715.0,3130.0,11960.0,2725.0,2465.0,2245.0
750,IN,Ripley,290595.0,56175.0,6785.0,160.0,1315.0,835.0,16545.0,11105.0,15230.0,8840.0,17400.0,2445.0,5660.0,18575.0,1065.0,7250.0,4685.0,1080.0,2790.0,3390.0,11725.0,4890.0,3645.0,1920.0
751,IN,Rush,243575.0,31990.0,4255.0,215.0,710.0,50.0,10170.0,6135.0,8870.0,5330.0,9600.0,2690.0,3255.0,8580.0,1320.0,5170.0,2385.0,595.0,1985.0,1700.0,7240.0,2580.0,1675.0,930.0
752,IN,Scott,241725.0,40615.0,6475.0,65.0,1395.0,520.0,11595.0,7220.0,11215.0,5180.0,16250.0,545.0,3130.0,15950.0,775.0,6485.0,2505.0,265.0,2000.0,2755.0,9255.0,3875.0,1980.0,1940.0
753,IN,Shelby,355255.15,88515.0,10965.0,290.0,1215.0,1385.0,29440.0,16075.0,25395.0,14430.0,22540.0,2025.0,9270.0,24625.0,4525.0,10385.0,7450.0,1855.0,4785.0,7090.0,19060.0,7775.0,5360.0,3675.0
754,IN,Spencer,238225.0,41935.0,5435.0,0.0,845.0,100.0,12925.0,8175.0,10480.0,7520.0,12000.0,2740.0,4350.0,12100.0,1335.0,4680.0,3720.0,700.0,1950.0,2465.0,8905.0,4380.0,2370.0,1405.0
755,IN,St. Joseph,25728.65,494900.0,48945.0,8005.0,21230.0,9715.0,202635.0,100530.0,164070.0,47880.0,98730.0,2415.0,32580.0,106060.0,20560.0,73760.0,28260.0,11180.0,32915.0,45790.0,160960.0,54355.0,29305.0,15705.0
756,IN,Starke,333865.0,38165.0,4575.0,190.0,1020.0,205.0,9685.0,7050.0,10035.0,6680.0,12635.0,1350.0,4085.0,12220.0,1090.0,5285.0,2890.0,240.0,1080.0,2450.0,8575.0,2710.0,2585.0,1525.0
757,IN,Steuben,437040.0,70450.0,7890.0,90.0,2190.0,1020.0,22120.0,13565.0,22800.0,8280.0,19785.0,2295.0,4460.0,22665.0,1700.0,12500.0,4040.0,880.0,3895.0,3660.0,14730.0,8560.0,3970.0,3195.0
758,IN,Sullivan,12575.0,35285.0,4865.0,10.0,400.0,775.0,11885.0,8255.0,9525.0,5195.0,8995.0,3175.0,2890.0,7295.0,920.0,5025.0,2465.0,1105.0,2035.0,2565.0,9190.0,2865.0,1170.0,3155.0
759,IN,Switzerland,144870.0,17935.0,2765.0,20.0,770.0,230.0,4655.0,5335.0,5475.0,2895.0,5300.0,480.0,2750.0,4545.0,720.0,1720.0,825.0,50.0,1040.0,680.0,3425.0,4645.0,1210.0,1570.0
760,IN,Tippecanoe,9900.850000000008,302140.0,37865.0,13420.0,22230.0,6135.0,159955.0,74775.0,89170.0,29640.0,54650.0,4115.0,20000.0,61325.0,7610.0,45690.0,10590.0,5360.0,19380.0,27125.0,139410.0,43920.0,15655.0,8010.0
761,IN,Tipton,4050.0,30990.0,2890.0,30.0,550.0,245.0,10390.0,6295.0,7990.0,5300.0,7730.0,1555.0,3025.0,6960.0,765.0,4395.0,2465.0,665.0,1930.0,1795.0,9050.0,1720.0,1980.0,1400.0
762,IN,Union,96075.0,15455.0,1505.0,25.0,285.0,205.0,4895.0,3835.0,3860.0,2055.0,3610.0,1035.0,990.0,2955.0,685.0,2105.0,1405.0,150.0,395.0,975.0,4985.0,1750.0,455.0,370.0
763,IN,Vanderburgh,57786.34999999999,356575.0,40915.0,5505.0,10570.0,5225.0,127360.0,79080.0,118935.0,39210.0,71990.0,4415.0,28635.0,70155.0,12985.0,57850.0,23355.0,10175.0,26530.0,31925.0,94065.0,42410.0,23825.0,10250.0
764,IN,Vermillion,5075.0,30380.0,3860.0,15.0,460.0,40.0,8700.0,7335.0,8125.0,4385.0,7970.0,1040.0,3025.0,7340.0,905.0,4710.0,2060.0,130.0,1260.0,2570.0,8970.0,1690.0,1330.0,1485.0
765,IN,Vigo,7245.300000000004,191500.0,19620.0,1525.0,8445.0,3800.0,72390.0,45390.0,59065.0,21170.0,36960.0,1525.0,14695.0,33645.0,4820.0,31525.0,8045.0,4635.0,10100.0,14955.0,67075.0,21560.0,11650.0,10745.0
766,IN,Wabash,41020.0,59805.0,6755.0,385.0,3335.0,985.0,21325.0,11830.0,15750.0,8000.0,18415.0,3220.0,4510.0,19905.0,1745.0,8045.0,2660.0,1355.0,1940.0,3020.0,17815.0,5025.0,3895.0,2185.0
767,IN,Warren,95105.0,15935.0,1640.0,0.0,245.0,130.0,5760.0,3030.0,3620.0,2430.0,4595.0,1600.0,1520.0,4895.0,775.0,1420.0,1215.0,120.0,855.0,615.0,4695.0,940.0,535.0,250.0
768,IN,Warrick,16785.700000000004,124555.0,10565.0,145.0,965.0,1215.0,48630.0,21365.0,39755.0,14360.0,20650.0,1725.0,8175.0,25000.0,5845.0,18865.0,9280.0,2570.0,9650.0,11155.0,31485.0,9930.0,7550.0,3530.0
769,IN,Washington,290235.0,48630.0,6480.0,0.0,1545.0,1625.0,14750.0,10880.0,12545.0,7560.0,16335.0,2585.0,4725.0,14880.0,1255.0,6290.0,4545.0,510.0,1990.0,3735.0,11575.0,5365.0,2930.0,1685.0
770,IN,Wayne,4490.0,122245.0,17635.0,1225.0,4170.0,2135.0,44560.0,28860.0,34255.0,14530.0,32255.0,1835.0,9235.0,33860.0,3705.0,18355.0,7335.0,2295.0,6040.0,7170.0,40670.0,13120.0,6385.0,4455.0
771,IN,Wells,14140.0,55985.0,5165.0,95.0,1200.0,1080.0,17790.0,10545.0,16350.0,6410.0,15590.0,2365.0,4440.0,15250.0,3180.0,7340.0,4710.0,1220.0,2755.0,2815.0,12770.0,4595.0,3605.0,1640.0
772,IN,White,383380.0,49780.0,4655.0,180.0,1085.0,570.0,15475.0,10205.0,13505.0,6925.0,12990.0,3045.0,3570.0,14280.0,1275.0,6435.0,3125.0,1125.0,2145.0,2985.0,12390.0,4380.0,2665.0,1680.0
773,IN,Whitley,17640.0,68405.0,7480.0,0.0,1330.0,625.0,20785.0,10710.0,19110.0,9125.0,21845.0,2355.0,5260.0,25735.0,2500.0,8860.0,3970.0,1715.0,3370.0,3390.0,14220.0,4270.0,3605.0,2325.0
774,IA,Adair,144030.0,13840.0,2270.0,90.0,580.0,300.0,5580.0,2240.0,4575.0,2235.0,4590.0,2680.0,1765.0,3175.0,685.0,1785.0,1145.0,110.0,1350.0,480.0,3665.0,485.0,815.0,1080.0
775,IA,Adams,95015.0,7780.0,970.0,25.0,400.0,435.0,3480.0,2000.0,1950.0,1320.0,2030.0,1325.0,675.0,1410.0,405.0,890.0,905.0,120.0,500.0,240.0,3075.0,470.0,280.0,485.0
776,IA,Allamakee,240075.0,24735.0,3960.0,255.0,2940.0,410.0,9630.0,6075.0,7140.0,5205.0,8370.0,3800.0,2895.0,6435.0,1150.0,3860.0,2475.0,470.0,1510.0,1225.0,7720.0,2060.0,1845.0,975.0
777,IA,Appanoose,237575.0,21770.0,2895.0,95.0,1120.0,235.0,8810.0,4880.0,6345.0,2735.0,6130.0,2300.0,1415.0,4860.0,1210.0,3975.0,2350.0,170.0,985.0,1285.0,6405.0,2545.0,745.0,655.0
778,IA,Audubon,10530.0,11945.0,1185.0,35.0,1030.0,35.0,5240.0,3390.0,2645.0,1410.0,2955.0,2440.0,970.0,1535.0,410.0,1615.0,790.0,225.0,745.0,925.0,3800.0,680.0,1065.0,440.0
779,IA,Benton,336140.0,52185.0,6230.0,90.0,1645.0,1100.0,18920.0,9580.0,15035.0,9720.0,12500.0,3405.0,5400.0,14395.0,2310.0,7265.0,3355.0,2215.0,4240.0,2930.0,12335.0,2775.0,3300.0,1830.0
780,IA,Black Hawk,3276.700000000003,260200.0,27570.0,1555.0,15455.0,2975.0,97715.0,60385.0,81705.0,24330.0,60305.0,3590.0,16230.0,58070.0,10050.0,39010.0,13425.0,5135.0,19765.0,23650.0,82435.0,32395.0,12560.0,8125.0
781,IA,Boone,7140.0,53485.0,8735.0,465.0,2525.0,350.0,20770.0,12375.0,16045.0,7560.0,12930.0,2950.0,5260.0,6670.0,2535.0,8360.0,4445.0,810.0,3825.0,5250.0,19140.0,3645.0,3305.0,3485.0
782,IA,Bremer,1740.0,48215.0,4375.0,115.0,4150.0,645.0,22190.0,10025.0,14575.0,5800.0,9645.0,2930.0,3150.0,10745.0,1855.0,6795.0,2570.0,895.0,5105.0,3105.0,17345.0,3650.0,2485.0,1605.0
783,IA,Buchanan,285105.0,39905.0,6735.0,30.0,1260.0,155.0,15390.0,7485.0,11235.0,6775.0,11200.0,3470.0,4075.0,9310.0,1665.0,6515.0,3090.0,975.0,2735.0,2635.0,12060.0,1430.0,2880.0,1245.0
784,IA,Buena Vista,288105.0,34680.0,7945.0,155.0,3015.0,890.0,14285.0,7800.0,10375.0,6315.0,13300.0,4145.0,3345.0,11910.0,2735.0,4600.0,1165.0,410.0,1745.0,2480.0,12170.0,3810.0,2670.0,890.0
785,IA,Butler,17575.0,28775.0,3475.0,100.0,1110.0,320.0,9875.0,5055.0,8925.0,3900.0,8800.0,2685.0,2335.0,7700.0,1265.0,3555.0,2070.0,455.0,2090.0,1745.0,8685.0,1370.0,1605.0,995.0
786,IA,Calhoun,190050.0,16000.0,2280.0,5.0,790.0,250.0,6800.0,4610.0,4970.0,1545.0,3095.0,2210.0,710.0,2065.0,1040.0,2305.0,1350.0,425.0,730.0,715.0,5880.0,1025.0,1050.0,1515.0
787,IA,Carroll,288105.0,44440.0,3500.0,270.0,1945.0,305.0,16105.0,9775.0,14215.0,6210.0,9045.0,5010.0,4320.0,7720.0,4095.0,5420.0,2310.0,840.0,3655.0,2275.0,11745.0,4040.0,2370.0,1550.0
788,IA,Cass,47575.0,25125.0,4565.0,125.0,2065.0,430.0,9960.0,6215.0,8685.0,4420.0,6275.0,3070.0,2965.0,4650.0,805.0,4820.0,1720.0,745.0,1785.0,1900.0,7970.0,2750.0,1850.0,525.0
789,IA,Cedar,112575.0,39170.0,6905.0,0.0,1275.0,450.0,15810.0,7480.0,11550.0,6705.0,9390.0,2965.0,4485.0,8265.0,1910.0,4755.0,2910.0,1305.0,1905.0,3165.0,12535.0,2650.0,2150.0,1935.0
790,IA,Cerro Gordo,522900.20000000007,91625.0,11345.0,1200.0,3340.0,1635.0,35000.0,19570.0,29200.0,9715.0,22890.0,2950.0,6115.0,18790.0,4410.0,15750.0,5440.0,2080.0,5990.0,7000.0,29735.0,8910.0,6130.0,3075.0
791,IA,Cherokee,16050.0,25305.0,2590.0,65.0,1190.0,105.0,8385.0,6650.0,6320.0,4105.0,6350.0,3155.0,2255.0,4705.0,1760.0,3430.0,1450.0,570.0,1405.0,1610.0,7400.0,1775.0,1585.0,710.0
792,IA,Chickasaw,14050.0,23135.0,2555.0,265.0,1190.0,245.0,8905.0,3820.0,5670.0,3750.0,7990.0,3530.0,2395.0,7655.0,1150.0,2400.0,945.0,165.0,1000.0,1045.0,6560.0,1320.0,1405.0,565.0
793,IA,Clarke,144030.0,17525.0,2535.0,15.0,455.0,75.0,6170.0,4610.0,4995.0,2580.0,4655.0,1700.0,1800.0,3585.0,1040.0,3275.0,1260.0,410.0,805.0,1290.0,3965.0,2485.0,360.0,1035.0
794,IA,Clay,16050.0,33910.0,4190.0,95.0,2280.0,510.0,11310.0,7855.0,12415.0,5355.0,7145.0,2665.0,3325.0,5600.0,1455.0,7770.0,2370.0,1210.0,1840.0,3000.0,8380.0,2690.0,2550.0,1225.0
795,IA,Clayton,21105.0,35150.0,4825.0,140.0,2185.0,280.0,12420.0,6890.0,9765.0,6290.0,11250.0,3960.0,3915.0,9780.0,1515.0,5200.0,2575.0,750.0,1995.0,1825.0,9305.0,2810.0,1830.0,1155.0
796,IA,Clinton,390.0,98760.0,10370.0,1035.0,4085.0,1355.0,33915.0,19815.0,28180.0,13150.0,26770.0,4380.0,8480.0,22595.0,3265.0,14925.0,8265.0,2575.0,4620.0,7185.0,28055.0,8410.0,5430.0,3645.0
797,IA,Crawford,17575.0,28950.0,5995.0,25.0,1185.0,150.0,9145.0,5840.0,8210.0,5570.0,12520.0,3205.0,3275.0,10510.0,1045.0,3975.0,2375.0,330.0,1695.0,1245.0,7720.0,3080.0,1970.0,860.0
798,IA,Dallas,37972.49999999999,136980.0,15440.0,315.0,1430.0,1655.0,74555.0,18970.0,44130.0,14195.0,14850.0,3530.0,11875.0,14085.0,5825.0,17655.0,6440.0,4325.0,36055.0,14915.0,31530.0,8885.0,6125.0,5455.0
799,IA,Davis,8015.0,12995.0,2615.0,185.0,900.0,715.0,6455.0,2625.0,3065.0,2870.0,4600.0,1495.0,1515.0,4175.0,370.0,1855.0,915.0,290.0,360.0,910.0,4905.0,1105.0,1075.0,645.0
800,IA,Decatur,144030.0,14205.0,2520.0,0.0,1125.0,260.0,6685.0,3665.0,4010.0,2110.0,3920.0,1700.0,1325.0,2120.0,580.0,2075.0,1360.0,245.0,720.0,925.0,6605.0,1250.0,1010.0,475.0
801,IA,Delaware,190050.0,34930.0,4750.0,40.0,1810.0,475.0,13285.0,6700.0,9580.0,6350.0,10430.0,4315.0,3955.0,9170.0,1660.0,5890.0,2085.0,960.0,1860.0,1475.0,8990.0,2415.0,1785.0,1785.0
802,IA,Des Moines,385.0,74840.0,10885.0,550.0,1625.0,1430.0,26090.0,18410.0,19135.0,8605.0,21140.0,1730.0,6530.0,19065.0,1810.0,12645.0,5595.0,2090.0,3245.0,3200.0,20310.0,9350.0,4600.0,3210.0
803,IA,Dickinson,112680.0,33680.0,5010.0,5.0,1945.0,290.0,14210.0,7630.0,10785.0,4905.0,7320.0,2110.0,3725.0,7250.0,1635.0,6170.0,2330.0,500.0,2255.0,1545.0,8330.0,4605.0,2460.0,1935.0
804,IA,Dubuque,5771.850000000008,196225.0,20455.0,2115.0,10965.0,2145.0,82315.0,43945.0,60715.0,20225.0,38765.0,5630.0,13230.0,37895.0,8145.0,31275.0,9780.0,6250.0,14220.0,17065.0,63850.0,21225.0,10625.0,6775.0
805,IA,Emmet,14050.0,19910.0,3180.0,25.0,885.0,1345.0,6975.0,4700.0,6630.0,3605.0,5400.0,2260.0,1700.0,5055.0,850.0,3825.0,1520.0,300.0,1150.0,875.0,6115.0,1730.0,1195.0,735.0
806,IA,Fayette,28140.0,36505.0,5295.0,220.0,3270.0,755.0,14705.0,7655.0,11360.0,6415.0,10670.0,4050.0,3235.0,7190.0,1875.0,6430.0,3320.0,845.0,1995.0,2745.0,12205.0,3105.0,2010.0,1800.0
807,IA,Floyd,120075.0,29685.0,3190.0,225.0,1560.0,830.0,11180.0,6280.0,7980.0,4125.0,9685.0,2675.0,2550.0,9010.0,1535.0,4685.0,1815.0,440.0,1360.0,1840.0,7845.0,2435.0,1935.0,1125.0
808,IA,Franklin,54030.0,20470.0,2015.0,70.0,1755.0,145.0,6540.0,3890.0,5620.0,3840.0,6510.0,2855.0,2105.0,4460.0,2065.0,2700.0,1555.0,740.0,1095.0,1320.0,4500.0,1040.0,1020.0,945.0
809,IA,Fremont,145530.0,14040.0,1890.0,0.0,695.0,325.0,6015.0,3540.0,3895.0,2105.0,3145.0,1405.0,1150.0,2945.0,385.0,1945.0,985.0,200.0,930.0,860.0,4875.0,1295.0,815.0,910.0
810,IA,Greene,16055.0,17695.0,2590.0,0.0,875.0,300.0,7640.0,3345.0,6390.0,2720.0,4065.0,2695.0,1725.0,3045.0,870.0,3095.0,1035.0,770.0,1175.0,1095.0,6110.0,420.0,1325.0,800.0
811,IA,Grundy,192050.0,25055.0,2545.0,35.0,1170.0,270.0,10510.0,4350.0,7440.0,4005.0,5505.0,3340.0,2335.0,4815.0,1190.0,3410.0,1225.0,580.0,1580.0,1940.0,6970.0,1305.0,1850.0,1270.0
812,IA,Guthrie,142530.0,20170.0,3415.0,65.0,775.0,235.0,9375.0,4070.0,6950.0,3700.0,3195.0,2895.0,2555.0,2885.0,990.0,2530.0,1710.0,730.0,3135.0,1055.0,5055.0,980.0,1895.0,875.0
813,IA,Hamilton,240075.0,32555.0,3710.0,0.0,1500.0,555.0,11480.0,5490.0,9030.0,3850.0,10770.0,2705.0,2375.0,10040.0,1260.0,4995.0,1765.0,930.0,2340.0,1370.0,7635.0,1785.0,2345.0,1075.0
814,IA,Hancock,54050.0,21000.0,3535.0,30.0,1485.0,210.0,8055.0,4435.0,6065.0,3605.0,6865.0,2895.0,1325.0,7660.0,1295.0,2625.0,1665.0,380.0,1195.0,1130.0,5425.0,700.0,1910.0,820.0
815,IA,Hardin,144105.0,32590.0,3900.0,35.0,2265.0,770.0,13760.0,6055.0,9945.0,5545.0,7345.0,4835.0,3020.0,4845.0,2820.0,5265.0,1645.0,805.0,1750.0,1845.0,10515.0,1805.0,1635.0,1865.0
816,IA,Harrison,72575.0,28065.0,5635.0,70.0,1325.0,110.0,12680.0,5780.0,8080.0,4995.0,5955.0,2540.0,2775.0,5135.0,1730.0,3940.0,2125.0,1000.0,2605.0,1620.0,8350.0,2840.0,1690.0,1140.0
817,IA,Henry,242575.0,37235.0,6015.0,60.0,2000.0,365.0,14195.0,9095.0,8765.0,6045.0,11140.0,2270.0,4005.0,10765.0,1015.0,5315.0,2635.0,630.0,1315.0,3810.0,10435.0,3035.0,2385.0,1625.0
818,IA,Howard,144030.0,19005.0,2250.0,100.0,930.0,245.0,6630.0,4695.0,4310.0,2820.0,6595.0,2460.0,1360.0,5610.0,1280.0,3120.0,705.0,215.0,1335.0,545.0,4920.0,1365.0,1290.0,845.0
819,IA,Humboldt,194050.0,19930.0,1695.0,115.0,890.0,315.0,7445.0,3725.0,5670.0,3415.0,4255.0,1885.0,1645.0,4685.0,610.0,3115.0,1290.0,615.0,805.0,720.0,5765.0,1340.0,1555.0,480.0
820,IA,Ida,13530.0,14380.0,1335.0,210.0,605.0,235.0,5725.0,2655.0,3505.0,2465.0,3890.0,1785.0,1010.0,4000.0,405.0,1535.0,1285.0,130.0,930.0,705.0,4215.0,835.0,805.0,600.0
821,IA,Iowa,192050.0,32210.0,6015.0,70.0,2170.0,320.0,14040.0,6395.0,10430.0,5080.0,8615.0,2815.0,3695.0,9720.0,1475.0,4895.0,1845.0,835.0,1220.0,1850.0,9985.0,3600.0,1740.0,885.0
822,IA,Jackson,285105.0,39600.0,5300.0,385.0,2010.0,400.0,13630.0,7785.0,10670.0,7410.0,11375.0,3815.0,3770.0,9790.0,1665.0,6820.0,3765.0,655.0,2905.0,2125.0,9115.0,3415.0,2210.0,820.0
823,IA,Jasper,18225.0,67670.0,10575.0,105.0,1990.0,1530.0,25705.0,14035.0,23115.0,8750.0,16460.0,2895.0,5230.0,15725.0,3500.0,9615.0,3890.0,2810.0,7010.0,6355.0,17175.0,5650.0,4980.0,3230.0
824,IA,Jefferson,18050.0,29495.0,4895.0,335.0,2795.0,1300.0,17180.0,6475.0,9545.0,4855.0,6290.0,2490.0,2850.0,4535.0,1810.0,5035.0,1530.0,1490.0,3920.0,4520.0,9425.0,2890.0,2260.0,1590.0
825,IA,Johnson,4100.450000000002,237715.0,36820.0,20865.0,31785.0,12445.0,162600.0,64600.0,84565.0,22920.0,28140.0,4510.0,16050.0,25905.0,7000.0,39735.0,11475.0,7115.0,18895.0,25690.0,150265.0,38310.0,10955.0,6920.0
826,IA,Jones,17595.0,39165.0,4645.0,0.0,1765.0,710.0,13705.0,8760.0,11115.0,6445.0,9835.0,3570.0,4195.0,7980.0,1200.0,6775.0,2895.0,1210.0,2310.0,2980.0,9610.0,2800.0,2700.0,1635.0
827,IA,Keokuk,16050.0,20105.0,3805.0,10.0,770.0,190.0,6250.0,5155.0,5675.0,3760.0,5885.0,2745.0,1760.0,5650.0,835.0,2875.0,1230.0,355.0,1405.0,920.0,6065.0,905.0,1290.0,690.0
828,IA,Kossuth,285105.0,29515.0,3980.0,290.0,1595.0,510.0,14010.0,5900.0,8850.0,3645.0,6395.0,4910.0,2155.0,5515.0,1460.0,4130.0,2075.0,570.0,2615.0,1510.0,8750.0,1855.0,2040.0,1215.0
829,IA,Lee,269830.0,65615.0,7125.0,65.0,2815.0,1005.0,20830.0,15280.0,15960.0,8975.0,19905.0,2295.0,5575.0,18160.0,1820.0,8250.0,4620.0,1485.0,3000.0,4805.0,16650.0,6490.0,3510.0,4290.0
830,IA,Linn,6691.850000000008,444590.0,48650.0,5120.0,15365.0,7640.0,205550.0,83495.0,143370.0,45880.0,71150.0,6620.0,32510.0,93730.0,16810.0,62665.0,27460.0,20005.0,42275.0,49725.0,121820.0,39770.0,23040.0,13015.0
831,IA,Louisa,67530.0,19135.0,4925.0,0.0,1340.0,490.0,6085.0,4370.0,4660.0,3535.0,8805.0,1595.0,1825.0,8920.0,690.0,2380.0,2185.0,415.0,570.0,1410.0,5180.0,1005.0,700.0,580.0
832,IA,Lucas,190050.0,14670.0,2485.0,80.0,360.0,450.0,4370.0,3045.0,5760.0,2070.0,4450.0,1290.0,1290.0,2460.0,1705.0,2790.0,1680.0,345.0,1315.0,830.0,3805.0,885.0,580.0,720.0
