,County,State,Active Voters,Ballots Cast,Polling Places,Poll Workers,Hours Open,Time to Vote
1684,Canaan,ME,1424,851,1.0,10.0,12,5.0561797752453925
1685,Caratunk,ME,56,45,1.0,4.0,12,51.42857141938775
1686,Cornville,ME,967,588,1.0,12.0,12,8.93485005161391
1687,Dennistown Plt,ME,28,19,1.0,5.0,12,128.5714285255102
1688,Detroit,ME,675,323,1.0,6.0,12,6.3999999999051855
1689,Embden,ME,769,444,1.0,10.0,12,9.362808842531042
1690,Fairfield,ME,4376,2633,1.0,20.0,12,3.2906764168114933
1691,Harmony,ME,715,389,1.0,7.0,12,7.048951048852461
1692,Hartland,ME,1180,682,1.0,11.0,12,6.711864406722781
1693,Highland Plt,ME,160,102,1.0,4.0,12,17.999999998874998
1694,Jackman,ME,751,417,1.0,11.0,12,10.545938748195129
1695,Madison,ME,3309,1875,1.0,13.0,12,2.828649138704054
1696,Mercer,ME,512,369,1.0,10.0,12,14.062499999725341
1697,Moose River,ME,146,87,1.0,5.0,12,24.65753424488647
1698,Moscow,ME,365,203,1.0,4.0,12,7.890410958687934
1699,New Portland,ME,675,395,1.0,7.0,12,7.4666666665560495
1700,Norridgewock,ME,2451,1448,1.0,8.0,12,2.350061199500816
1701,Palmyra,ME,1475,873,1.0,6.0,12,2.928813559302178
1702,Pittsfield,ME,3058,1593,1.0,17.0,12,4.0026160889339355
1703,Pleasant Ridge Plt,ME,71,42,1.0,3.0,12,30.422535206982747
1704,Ripley,ME,364,220,1.0,8.0,12,15.824175823741092
1705,Saint Albans,ME,1400,907,1.0,9.0,12,4.628571428538368
1706,Skowhegan,ME,6339,3281,1.0,14.0,12,1.5901561760504968
1707,Smithfield,ME,736,520,1.0,13.0,12,12.717391304175036
1708,Solon,ME,757,490,1.0,7.0,12,6.65785997349197
1709,Starks,ME,507,289,1.0,8.0,12,11.360946745338047
1710,The Forks Plt,ME,53,38,1.0,2.0,12,27.169811315628337
1711,West Forks Plt,ME,62,44,1.0,4.0,12,46.45161289573361
1712,Belfast,ME,5497,3623,2.0,28.0,12,7.334909950868957
1713,Belmont,ME,767,474,1.0,10.0,12,9.387222946422591
1714,Brooks,ME,742,499,1.0,5.0,12,4.851752021497955
1715,Burnham,ME,910,517,1.0,10.0,12,7.912087912000965
1716,Frankfort,ME,833,542,1.0,5.0,12,4.32172869142471
1717,Freedom,ME,568,380,1.0,9.0,12,11.4084507040245
1718,Islesboro,ME,565,386,1.0,8.0,12,10.194690265306289
1719,Jackson,ME,441,271,1.0,14.0,12,22.857142856624552
1720,Knox,ME,625,380,1.0,8.0,12,9.215999999852544
1721,Liberty,ME,730,469,1.0,20.0,12,19.726027396990055
1722,Lincolnville,ME,1945,1398,1.0,19.0,12,7.033419023100086
1723,Monroe,ME,807,522,1.0,3.0,12,2.6765799256173906
1724,Montville,ME,787,537,1.0,11.0,12,10.063532401396905
1725,Morrill,ME,695,506,1.0,9.0,12,9.32374100706009
1726,Northport,ME,1285,929,1.0,5.0,12,2.801556420211661
1727,Palermo,ME,1168,770,1.0,8.0,12,4.931506849272847
1728,Prospect,ME,537,336,1.0,11.0,12,14.748603351680659
1729,Searsmont,ME,1055,753,1.0,9.0,12,6.142180094728511
1730,Searsport,ME,2283,1266,1.0,7.0,12,2.207621550581657
1731,Stockton Springs,ME,1381,909,1.0,6.0,12,3.128167994184445
1732,Swanville,ME,1214,700,1.0,6.0,12,3.5584843492293374
1733,Thorndike,ME,636,383,1.0,8.0,12,9.056603773442506
1734,Troy,ME,780,460,1.0,3.0,12,2.769230769195266
1735,Unity,ME,1694,787,1.0,7.0,12,2.975206611552685
1736,Waldo,ME,635,414,1.0,12.0,12,13.606299212384153
1737,Winterport,ME,3116,1873,1.0,34.0,12,7.856225930655147
1739,Addison,ME,887,552,1.0,7.0,12,5.6820744080531895
1740,Alexander,ME,416,242,1.0,3.0,12,5.192307692182877
1741,Baileyville,ME,1013,536,1.0,3.0,12,2.13228035535901
1742,Baring Plt,ME,154,86,1.0,3.0,12,14.025974025063247
1743,Beals,ME,358,218,1.0,7.0,12,14.078212290109546
1744,Beddington,ME,47,37,1.0,4.0,12,61.276595731643276
1745,Calais,ME,2202,1173,1.0,5.0,12,1.6348773841887607
1746,Charlotte,ME,238,171,1.0,4.0,12,12.100840335626014
1747,Cherryfield,ME,998,529,1.0,3.0,12,2.1643286572929425
1749,Columbia,ME,314,175,1.0,3.0,12,6.878980891500669
1750,Columbia Falls,ME,463,257,1.0,5.0,12,7.7753779695944845
1751,Cooper,ME,147,91,1.0,4.0,12,19.5918367333611
1752,Crawford,ME,90,57,1.0,3.0,12,23.999999997333333
1753,Cutler,ME,403,248,1.0,9.0,12,16.079404466102247
1754,Danforth,ME,478,298,1.0,7.0,12,10.54393305417272
1755,Deblois,ME,45,26,1.0,4.0,12,63.99999998577778
1756,Dennysville,ME,227,255,1.0,8.0,12,25.37444933808923
1757,East Machias,ME,949,627,1.0,11.0,12,8.345626975676021
1758,Eastport,ME,1139,692,1.0,7.0,12,4.424934152726735
1759,Grand Lake Stream Plt,ME,116,83,1.0,5.0,12,31.034482755945305
1760,Harrington,ME,717,384,1.0,6.0,12,6.0251046024264285
1761,Jonesboro,ME,399,257,1.0,10.0,12,18.045112781502628
1762,Jonesport,ME,956,543,1.0,13.0,12,9.790794978977084
1763,Lubec,ME,1220,710,1.0,7.0,12,4.131147540949745
1764,Machias,ME,1551,744,1.0,4.0,12,1.8568665377056297
1765,Machiasport,ME,829,418,1.0,8.0,12,6.948130277358889
1766,Marshfield,ME,389,244,1.0,10.0,12,18.508997428830103
1767,Meddybemps,ME,113,90,1.0,6.0,12,38.230088492192024
1768,Milbridge,ME,966,520,1.0,12.0,12,8.9440993787894
1769,Northfield,ME,132,92,1.0,9.0,12,49.090909087190084
1770,Pleasant Point Voting D,ME,488,160,1.0,4.0,12,5.90163934414136
1771,Pembroke,ME,599,381,1.0,3.0,12,3.6060100166342903
1772,Perry,ME,601,404,1.0,3.0,12,3.5940099833012646
1773,Princeton,ME,642,353,1.0,4.0,12,4.48598130834134
1774,Robbinston,ME,439,277,1.0,8.0,12,13.120728929086088
1775,Roque Bluffs,ME,213,154,1.0,6.0,12,20.281690139892877
1776,Steuben,ME,863,500,1.0,8.0,12,6.674391656933089
1777,Talmadge,ME,41,32,1.0,2.0,12,35.121951210945866
1778,Topsfield,ME,160,100,1.0,3.0,12,13.499999999156248
1779,Vanceboro,ME,125,74,1.0,4.0,12,23.0399999981568
1780,Waite,ME,68,38,1.0,2.0,12,21.17647058512111
1781,Wesley,ME,107,64,1.0,4.0,12,26.915887847951787
1782,Whiting,ME,417,319,1.0,18.0,12,31.079136689902178
1783,Whitneyville,ME,176,91,1.0,3.0,12,12.272727272029957
1784,Acton,ME,2116,1237,1.0,13.0,12,4.423440453665296
1785,Alfred,ME,2445,1566,1.0,8.0,12,2.3558282208492605
1786,Arundel,ME,3387,2071,1.0,14.0,12,2.976085030992099
1787,Berwick,ME,5975,3105,1.0,21.0,12,2.5305439330501582
1788,Biddeford,ME,14337,8260,1.0,51.0,12,2.5612052730678934
1789,Buxton,ME,6329,4136,1.0,21.0,12,2.389003002050262
1790,Cornish,ME,1155,730,1.0,8.0,12,4.98701298696981
1791,Dayton,ME,1611,1033,1.0,8.0,12,3.5754189943912142
1792,Eliot,ME,6156,3738,1.0,24.0,12,2.807017543855089
1793,Hollis,ME,3421,2278,1.0,30.0,12,6.3139432914167966
1794,Kennebunk,ME,9774,6650,1.0,21.0,12,1.546961325965268
1795,Kennebunkport,ME,2891,2277,1.0,18.0,12,4.482877896905975
1796,Kittery,ME,8058,4982,1.0,20.0,12,1.7870439314944315
1797,Lebanon,ME,4716,2361,1.0,13.0,12,1.9847328244232725
1798,Limerick,ME,2205,1358,1.0,8.0,12,2.6122448979473365
1799,Limington,ME,2402,1665,1.0,12.0,12,3.5970024979034263
1800,Lyman,ME,3509,2172,1.0,13.0,12,2.667426617262276
1801,Newfield,ME,1184,737,1.0,4.0,12,2.4324324324118884
1802,North Berwick,ME,3830,2330,1.0,16.0,12,3.0078328981644704
1803,Ogunquit,ME,1213,859,1.0,7.0,12,4.154987633931121
1804,Old Town,ME,6071,3201,1.0,10.0,12,1.1859660681910953
1805,Parsonsfield,ME,1268,806,1.0,5.0,12,2.8391167192205122
1806,Saco,ME,15306,9278,1.0,45.0,12,2.1168169345340933
1807,Sanford,ME,14343,7579,3.0,38.0,12,5.722652164815085
1808,Shapleigh,ME,1973,1272,1.0,8.0,12,2.9194120628336573
1809,South Berwick,ME,5631,3391,1.0,10.0,12,1.278636121468161
1810,Waterboro,ME,5326,3138,1.0,13.0,12,1.7574164476121716
1811,Wells,ME,9142,5959,1.0,49.0,12,3.8591117917262534
1812,York,ME,11888,7859,1.0,27.0,12,1.6352624495275612
1813,Albany Twp,ME,370,252,1.0,8.0,12,15.567567567146822
1814,Chebeague Island,ME,380,282,1.0,5.0,12,9.473684210277009
1816,Indian Township,ME,512,152,1.0,4.0,12,5.624999999890137
1817,Rockwood Strip Twp,ME,282,175,1.0,5.0,12,12.765957446355817
1818,Allegany,MD,42990,24002,37.0,415.0,12,257.1667829727246
1819,Anne Arundel,MD,385874,231897,159.0,3392.0,12,1006.3289052903018
1820,Baltimore,MD,553937,328973,197.0,5374.0,12,1376.0556886432685
1821,Calvert,MD,65256,39881,24.0,312.0,12,82.6186097829958
1822,Caroline,MD,20235,11638,9.0,168.0,12,53.79985174200454
1823,Carroll,MD,120916,75733,35.0,905.0,12,188.61027490156897
1824,Cecil,MD,64912,35400,20.0,399.0,12,88.51368005914338
1825,Charles,MD,112134,65553,45.0,865.0,12,249.93311573650723
1826,Dorchester,MD,21360,12576,23.0,277.0,12,214.7528089886635
1827,Frederick,MD,172907,108782,70.0,1249.0,12,364.0662321363297
1828,Garrett,MD,19668,11210,18.0,198.0,12,130.46979865765178
1829,Harford,MD,180209,111600,67.0,735.0,12,196.75154958963222
1830,Howard,MD,214872,145235,74.0,1906.0,12,472.61476600020137
1831,Kent,MD,13119,8792,10.0,184.0,12,100.98330665439363
1833,Prince Georges,MD,579523,323352,245.0,6091.0,12,1854.0289168850613
1834,Queen Annes,MD,35648,23125,13.0,301.0,12,79.03276481146797
1835,St. Marys,MD,70647,40984,30.0,657.0,12,200.8747717524876
1836,Somerset,MD,13161,7918,12.0,180.0,12,118.16731251415685
1837,Talbot,MD,27037,18499,12.0,238.0,12,76.0557754188423
1838,Washington,MD,95102,51504,50.0,711.0,12,269.1426047822055
1839,Wicomico,MD,61443,34112,32.0,553.0,12,207.36487476194077
1840,Worcester,MD,38719,24165,18.0,334.0,12,111.79627573023276
1841,Baltimore City,MD,388943,187060,209.0,4292.0,12,1660.5522145918126
1842,Barnstable Town,MA,25290,22282,13.0,78.0,12,28.868327402123818
1843,Bourne Town,MA,12289,9372,7.0,42.0,12,17.2251607128186
1844,Brewster Town,MA,7878,6003,2.0,18.0,12,3.2901751713591136
1845,Chatham Town,MA,5581,4114,2.0,6.0,12,1.5481096577646514
1846,Dennis Town,MA,11407,8375,6.0,30.0,12,11.361444726912104
1847,Eastham Town,MA,4204,3307,2.0,6.0,12,2.055185537578365
1848,Falmouth Town,MA,22511,17646,9.0,54.0,12,15.544400515296724
1849,Harwich Town,MA,10439,7566,2.0,24.0,12,3.310661940795755
1850,Mashpee Town,MA,9629,7798,2.0,30.0,12,4.486447190773199
1851,Orleans Town,MA,5021,4105,2.0,6.0,12,1.7207727544279612
1852,Provincetown Town,MA,2431,2140,2.0,6.0,12,3.554092965843052
1853,Sandwich Town,MA,14686,11031,4.0,36.0,12,7.05978482908412
1854,Truro Town,MA,1836,1453,2.0,6.0,12,4.705882352915546
1855,Wellfleet Town,MA,2740,2026,2.0,6.0,12,3.1532846715213383
1856,Yarmouth Town,MA,18805,12276,6.0,42.0,12,9.648497739957644
1857,Adams Town,MA,5519,3191,2.0,30.0,12,7.827504982772553
1858,Alford Town,MA,386,261,2.0,6.0,12,22.383419688539288
1859,Becket Town,MA,1479,805,2.0,6.0,12,5.841784989818515
1860,Cheshire Town,MA,2374,1512,2.0,6.0,12,3.6394271271961274
1861,Clarksburg Town,MA,1154,715,2.0,6.0,12,7.487001733037375
1862,Dalton Town,MA,4127,2936,2.0,12.0,12,4.187060818986705
1863,Egremont Town,MA,1016,793,2.0,6.0,12,8.503937007790316
1864,Florida Town,MA,524,325,2.0,6.0,12,16.488549618005944
1865,Great Barrington Town,MA,4727,3237,3.0,24.0,12,10.966786545354417
1866,Hancock Town,MA,447,358,2.0,6.0,12,19.328859059970274
1867,Hinsdale Town,MA,1371,922,2.0,6.0,12,6.30196936538073
1868,Lanesborough Town,MA,2252,1438,2.0,6.0,12,3.8365896980291447
1869,Lee Town,MA,4063,2583,2.0,6.0,12,2.1265075067631636
1870,Lenox Town,MA,3777,2737,3.0,6.0,12,3.4312946783070393
1871,Monterey Town,MA,571,469,2.0,6.0,12,15.13134851111854
1872,Mount Washington Town,MA,128,97,2.0,6.0,12,67.49999999472656
1873,New Ashford Town,MA,195,125,2.0,6.0,12,44.30769230542011
1874,New Marlborough Town,MA,1079,779,2.0,6.0,12,8.007414272400304
1875,North Adams City,MA,7325,4349,4.0,30.0,12,11.79522184298731
1876,Otis Town,MA,1014,737,2.0,6.0,12,8.520710059087566
1877,Peru Town,MA,632,431,2.0,6.0,12,13.670886075733055
1878,Pittsfield City,MA,22169,16824,13.0,84.0,12,35.465740448357856
1879,Richmond Town,MA,1193,869,2.0,6.0,12,7.2422464374916835
1880,Sandisfield Town,MA,605,374,2.0,6.0,12,14.280991735301141
1881,Savoy Town,MA,504,303,2.0,6.0,12,17.14285714251701
1882,Sheffield Town,MA,2315,1618,2.0,6.0,12,3.7321814254698396
1883,Stockbridge Town,MA,1526,1130,2.0,6.0,12,5.66186107466801
1884,Tyringham Town,MA,352,261,2.0,6.0,12,24.54545454475723
1885,Washington Town,MA,416,300,2.0,6.0,12,20.769230768731507
1886,West Stockbridge Town,MA,1156,813,2.0,6.0,12,7.474048442841921
1887,Williamstown Town,MA,4497,3204,3.0,18.0,12,8.645763842542483
1888,Windsor Town,MA,675,457,2.0,6.0,12,12.799999999810371
1889,Acushnet Town,MA,6826,4297,2.0,18.0,12,3.7972458247820144
1890,Attleboro City,MA,21848,15933,6.0,72.0,12,14.23654339069286
1891,Berkley Town,MA,3979,2890,3.0,12.0,12,6.514199547608659
1892,Dartmouth Town,MA,18035,12966,9.0,54.0,12,19.402273357349927
1893,Dighton Town,MA,4862,3270,3.0,12.0,12,5.331139448775542
1894,Easton Town,MA,14169,10649,6.0,36.0,12,10.976074528893376
1895,Fairhaven Town,MA,11497,7117,5.0,36.0,12,11.272505871087002
1896,Fall River City,MA,30274,20348,22.0,174.0,12,91.04049679590042
1897,Freetown Town,MA,5718,3953,3.0,18.0,12,6.799580272810774
1898,Mansfield Town,MA,16435,10917,2.0,36.0,12,3.154243991479675
1899,New Bedford City,MA,55515,23741,32.0,216.0,12,89.64496082138348
1900,North Attleborough Town,MA,16346,12031,3.0,54.0,12,7.135690688849176
1901,Norton Town,MA,12530,7873,3.0,30.0,12,5.171588188343837
1902,Raynham Town,MA,11479,6217,2.0,36.0,12,4.516072828639675
1903,Rehoboth Town,MA,8835,5273,5.0,18.0,12,7.334465195237877
1904,Seekonk Town,MA,9547,6107,2.0,24.0,12,3.61998533570376
1905,Somerset Town,MA,11124,7558,2.0,30.0,12,3.883495145627576
1906,Swansea Town,MA,11719,6658,2.0,30.0,12,3.6863213584745402
1907,Taunton City,MA,23955,18050,16.0,96.0,12,46.16656230430132
1908,Westport Town,MA,11692,7261,6.0,30.0,12,11.08450222373325
1909,Aquinnah,MA,368,267,2.0,6.0,12,23.478260868927222
1910,Chilmark Town,MA,912,733,2.0,6.0,12,9.473684210422439
1911,Edgartown Town,MA,3658,2414,2.0,6.0,12,2.361946418801635
1912,Gosnold Town,MA,129,57,2.0,6.0,12,66.97674418085452
1913,Oak Bluffs Town,MA,3188,2570,2.0,6.0,12,2.7101631116602567
1914,Tisbury Town,MA,3445,2318,2.0,6.0,12,2.5079825834470015
1915,West Tisbury Town,MA,2546,1920,2.0,6.0,12,3.393558523160277
1916,Amesbury Town,MA,9983,7826,2.0,36.0,12,5.192827807267161
1917,Andover Town,MA,21281,16533,6.0,60.0,12,12.179878765089901
1918,Beverly City,MA,24799,18973,7.0,72.0,12,14.632848098707758
1919,Boxford Town,MA,5703,4470,3.0,18.0,12,6.8174644923604815
1920,Danvers Town,MA,19747,12704,2.0,48.0,12,3.5002785233182254
1921,Essex Town,MA,2621,2042,2.0,6.0,12,3.2964517359660572
1922,Georgetown Town,MA,5791,4211,2.0,18.0,12,4.47591089621054
1923,Gloucester City,MA,16758,13902,9.0,60.0,12,23.20085929107101
1924,Groveland Town,MA,5134,3492,3.0,12.0,12,5.04869497466878
1925,Hamilton Town,MA,5805,4119,2.0,18.0,12,4.465116279062076
1926,Haverhill City,MA,40415,23316,23.0,126.0,12,51.62835580847418
1927,Ipswich Town,MA,10719,7818,2.0,24.0,12,3.224181360198503
1928,Lawrence City,MA,23399,15549,19.0,144.0,12,84.18821317146708
1929,Lynn City,MA,49080,24705,11.0,168.0,12,27.110024449872228
1930,Lynnfield Town,MA,8222,6421,3.0,24.0,12,6.3050352712158775
1931,Manchester-By-The-Sea T,MA,4055,3176,2.0,6.0,12,2.130702835999678
1932,Marblehead Town,MA,13579,11621,4.0,36.0,12,7.635319242943048
1933,Merrimac Town,MA,5000,3428,2.0,12.0,12,3.4559999999930877
1934,Methuen Town,MA,31533,17817,7.0,72.0,12,11.507944058601622
1935,Middleton Town,MA,6329,4307,2.0,12.0,12,2.7302891452002997
1936,Nahant Town,MA,2557,2101,2.0,6.0,12,3.378959718406809
1937,Newbury Town,MA,5134,4144,3.0,12.0,12,5.04869497466878
1938,Newburyport City,MA,14530,10297,7.0,42.0,12,14.568479008936977
1939,North Andover Town,MA,18743,13388,2.0,48.0,12,3.6877767699921638
1940,Peabody City,MA,34938,22663,17.0,114.0,12,39.938176197824745
1941,Rockport Town,MA,5653,4360,4.0,18.0,12,9.170352025456978
1942,Rowley Town,MA,4661,3271,2.0,6.0,12,1.853679467921361
1943,Salem City,MA,28676,18961,13.0,84.0,12,27.418049937220175
1944,Salisbury Town,MA,5473,3992,2.0,18.0,12,4.73597661245252
1945,Saugus Town,MA,14650,11373,8.0,60.0,12,23.59044368599072
1946,Swampscott Town,MA,9950,7893,4.0,36.0,12,10.42010050250209
1947,Topsfield Town,MA,4666,3614,2.0,6.0,12,1.8516930990101763
1948,Wenham Town,MA,2655,2132,2.0,6.0,12,3.254237288123336
1949,West Newbury Town,MA,3509,2645,2.0,6.0,12,2.462239954395947
1950,Ashfield Town,MA,1330,1051,2.0,6.0,12,6.496240601454916
1951,Bernardston Town,MA,1598,1052,2.0,6.0,12,5.406758448026241
1952,Buckland Town,MA,1256,976,2.0,6.0,12,6.878980891664977
1953,Charlemont Town,MA,927,593,2.0,6.0,12,9.320388349414019
1954,Colrain Town,MA,1198,752,2.0,6.0,12,7.212020033328781
1955,Conway Town,MA,1449,1116,3.0,6.0,12,8.944099378820262
1956,Deerfield Town,MA,3378,2653,2.0,6.0,12,2.557726465356549
1957,Erving Town,MA,1061,651,2.0,6.0,12,8.143261074381307
1958,Gill Town,MA,1104,797,2.0,6.0,12,7.826086956450851
1959,Greenfield Town,MA,11093,7416,2.0,54.0,12,7.009826016400424
1960,Hawley Town,MA,242,172,2.0,6.0,12,35.70247933736766
1961,Heath Town,MA,523,371,2.0,6.0,12,16.520076481519695
1962,Leverett Town,MA,1352,1148,2.0,6.0,12,6.390532544331431
1963,Leyden Town,MA,573,433,2.0,6.0,12,15.078534031150463
1964,Monroe Town,MA,83,48,2.0,6.0,12,104.09638552962694
1965,Montague Town,MA,5004,3716,6.0,36.0,12,31.079136690585372
1966,New Salem Town,MA,755,535,2.0,6.0,12,11.44370860911995
1967,Northfield Town,MA,2268,1508,2.0,6.0,12,3.809523809507013
1968,Orange Town,MA,4804,2665,2.0,12.0,12,3.5970024979109136
1969,Rowe Town,MA,285,196,2.0,6.0,12,30.315789472620494
1970,Shelburne Town,MA,1390,1022,2.0,6.0,12,6.215827338084779
1971,Shutesbury Town,MA,1288,1147,2.0,6.0,12,6.70807453410941
1972,Sunderland Town,MA,1954,1598,2.0,6.0,12,4.421699078790063
1973,Warwick Town,MA,607,418,2.0,6.0,12,14.233937396800101
1974,Wendell Town,MA,628,509,2.0,6.0,12,13.757961783220415
1975,Whately Town,MA,1087,897,2.0,6.0,12,7.94848206064445
1976,Agawam Town,MA,17626,12060,8.0,48.0,12,15.68591852943624
1977,Blandford Town,MA,899,604,2.0,6.0,12,9.610678531594987
1978,Brimfield Town,MA,2689,1812,2.0,6.0,12,3.2130903681546554
1979,Chester Town,MA,870,575,2.0,6.0,12,9.93103448264447
1980,Chicopee City,MA,32764,18445,15.0,120.0,12,39.55560981563925
